"";"systemsGroup";"system";"file";"devId";"dev_answer";"doa";"commit";"blame";"doaValue";"commitValue";"blameValue";"isFA";"DE";"AC";"nCommits";"LOC";"daysLastCommit";"nComAfter";"commitsPerc"
"558";"Commercial";"commercial#1";"packages/hotmart-csv/main.js";"dev-933";3;"miss";"miss";"miss";"0,7171";"0,66667";"0,13333";FALSE;4;6;10;34;41;1;28,5714285714286
"559";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/browse.js";"dev-936";4;"hit";"hit";"hit";"1";"1";"1";FALSE;13;25;38;209;0;0;25,4901960784314
"560";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/browse.js";"dev-933";2;"hit";"hit";"hit";"0,52278";"0,07692";"0";FALSE;1;37;38;209;5;4;1,96078431372549
"561";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/animations.js";"dev-936";2;"hit";"hit";"miss";"0,49224";"0,1";"0,125";FALSE;1;12;13;19;53;2;5,26315789473684
"562";"Commercial";"commercial#1";"imports/client/ui-filters/schemas.js";"dev-939";3;"hit";"hit";"hit";"0,37194";"0,05556";"0,03888";FALSE;1;33;34;602;33;0;2,85714285714286
"563";"Commercial";"commercial#1";"imports/client/core-third-party-services/routes.js";"dev-930";5;"hit";"hit";"hit";"0,74853";"0,66667";"0,2";FALSE;2;2;4;5;77;0;40
"564";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/status.js";"dev-944";3;"hit";"hit";"hit";"0,53102";"0,125";"0";FALSE;1;20;21;236;32;2;4,54545454545455
"565";"Commercial";"commercial#1";"packages/hotmart-core/logger-client.js";"dev-948";5;"hit";"hit";"hit";"1";"1";"1";TRUE;1;3;4;22;70;3;40
"566";"Commercial";"commercial#1";"imports/client/app-requests/request.js";"dev-948";4;"hit";"hit";"hit";"1";"1";"0,31579";TRUE;2;6;8;49;70;6;33,3333333333333
"567";"Commercial";"commercial#1";"imports/client/app-requests/request.js";"dev-927";4;"hit";"hit";"miss";"0,6813";"0,33333";"0,05263";FALSE;1;7;8;49;7;1;11,1111111111111
"568";"Commercial";"commercial#1";"imports/client/app-requests/request.js";"dev-933";3;"miss";"miss";"miss";"0,6813";"0,33333";"1";FALSE;1;7;8;49;67;5;11,1111111111111
"569";"Commercial";"commercial#1";"imports/client/app-requests/request.js";"dev-930";3;"miss";"miss";"miss";"0,73183";"0,66667";"0,10526";FALSE;2;6;8;49;46;2;22,2222222222222
"570";"Commercial";"commercial#1";"imports/client/app-requests/request.js";"dev-928";3;"miss";"miss";"hit";"0,73183";"0,66667";"0,05263";FALSE;2;6;8;49;0;0;22,2222222222222
"571";"Commercial";"commercial#1";"imports/server/methods/api-core-tools/api-notifications.js";"dev-941";1;"miss";"miss";"miss";"0,93127";"1";"1";FALSE;4;4;8;16;25;1;44,4444444444444
"572";"Commercial";"commercial#1";"imports/client/core-coproductions/actions.js";"dev-930";5;"hit";"hit";"miss";"0,76515";"0,25";"0,04348";FALSE;1;5;6;41;71;1;14,2857142857143
"573";"Commercial";"commercial#1";"imports/client/core-affiliate-recruiting/templates/recruit.js";"dev-930";5;"hit";"hit";"hit";"1";"1";"1";TRUE;6;3;9;33;32;1;63,6363636363636
"574";"Commercial";"commercial#1";"imports/client/core-affiliate-recruiting/templates/recruit.js";"dev-936";3;"hit";"hit";"hit";"0,55815";"0,14286";"0,06667";FALSE;1;8;9;33;39;2;9,09090909090909
"575";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/templates/actions.js";"dev-933";5;"miss";"miss";"hit";"0,4743";"0,09091";"0,2";FALSE;1;14;15;8;14;1;4,54545454545455
"576";"Commercial";"commercial#1";"imports/client/core-etickets/templates/details/details.js";"dev-928";4;"hit";"hit";"miss";"0,72811";"0,5";"0,03448";FALSE;1;4;5;28;0;0;10
"577";"Commercial";"commercial#1";"imports/client/core-etickets/templates/details/details.js";"dev-927";3;"hit";"hit";"hit";"0";"0";"0";FALSE;0;5;5;28;34;1;0
"578";"Commercial";"commercial#1";"packages/hotmart-datetime/helpers/blaze.js";"dev-936";2;"hit";"miss";"miss";"0,59909";"0,28571";"0,54545";FALSE;2;7;9;15;48;1;12,5
"579";"Commercial";"commercial#1";"packages/hotmart-datetime/helpers/blaze.js";"dev-927";3;"hit";"hit";"miss";"0,55815";"0,14286";"0,18182";FALSE;1;8;9;15;44;0;6,25
"580";"Commercial";"commercial#1";"imports/client/core-etickets/index.js";"dev-934";5;"miss";"miss";"miss";"0,47466";"0,09091";"0,03704";FALSE;1;18;19;26;21;0;4,54545454545455
"581";"Commercial";"commercial#1";"imports/client/core-etickets/index.js";"dev-948";5;"hit";"hit";"miss";"0,61296";"0,45455";"0,03704";FALSE;5;14;19;26;64;3;22,7272727272727
"582";"Commercial";"commercial#1";"imports/client/core-transactions/schemas.js";"dev-948";4;"miss";"miss";"miss";"0,28197";"0,06452";"0,04575";FALSE;2;57;59;240;64;9;3,27868852459016
"583";"Commercial";"commercial#1";"imports/client/core-third-party-services/schema.js";"dev-936";2;"hit";"hit";"hit";"0,53574";"0,125";"0";FALSE;1;13;14;85;53;2;6,66666666666667
"584";"Commercial";"commercial#1";"imports/server/methods/api-core-tools/accounts-sharing.js";"dev-933";2;"miss";"miss";"hit";"0,61251";"0,2";"0";FALSE;1;11;12;20;60;1;4,54545454545455
"585";"Commercial";"commercial#1";"imports/client/ui-containers/components/data/dynamic.js";"dev-930";4;"miss";"miss";"hit";"0,42414";"0,07143";"0,13636";FALSE;1;16;17;24;4;1;4,16666666666667
"586";"Commercial";"commercial#1";"imports/client/ui-containers/components/data/dynamic.js";"dev-928";5;"miss";"miss";"miss";"0,45468";"0,14286";"0,04545";FALSE;2;15;17;24;0;0;8,33333333333333
"587";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/revenue.js";"dev-948";2;"hit";"hit";"miss";"0,49033";"0,1";"0,17778";FALSE;1;22;23;72;69;2;4,16666666666667
"588";"Commercial";"commercial#1";"imports/client/core-chat/schemas.js";"dev-927";5;"hit";"hit";"miss";"0,89665";"1";"0";FALSE;2;0;2;26;48;0;66,6666666666667
"589";"Commercial";"commercial#1";"imports/client/app-configs/index.js";"dev-948";5;"miss";"miss";"miss";"0,4733";"0,09091";"0,05";FALSE;1;21;22;58;71;2;4
"590";"Commercial";"commercial#1";"imports/client/app-configs/index.js";"dev-933";3;"hit";"hit";"hit";"0,50766";"0,18182";"0,01667";FALSE;2;20;22;58;91;7;8
"591";"Commercial";"commercial#1";"imports/client/app-configs/index.js";"dev-936";2;"hit";"hit";"hit";"0,4733";"0,09091";"0,05";FALSE;1;21;22;58;53;1;4
"592";"Commercial";"commercial#1";"imports/client/app-configs/index.js";"dev-928";3;"miss";"miss";"miss";"0,64665";"0,54545";"0,13333";FALSE;6;16;22;58;0;0;24
"593";"Commercial";"commercial#1";"packages/hotmart-components-bootstrap4/wrappers/input/copy-and-go.js";"dev-928";4;"hit";"hit";"hit";"0,73872";"0,5";"0,11765";FALSE;1;2;3;16;0;0;25
"594";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/klick-pages/code.js";"dev-936";4;"hit";"hit";"hit";"1";"1";"1";TRUE;3;1;4;4;0;0;80
"595";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/klick-pages/code.js";"dev-928";5;"hit";"hit";"hit";"0,64628";"0,25";"0,25";FALSE;1;3;4;4;0;2;20
"596";"Commercial";"commercial#1";"imports/client/app-router/index.js";"dev-933";3;"miss";"miss";"hit";"0,82424";"1";"0,0124";FALSE;2;4;6;227;0;0;28,5714285714286
"597";"Commercial";"commercial#1";"packages/hotmart-components/mixins/form/input-mask-decimal.js";"dev-945";2;"hit";"hit";"hit";"0";"0";"0,05263";FALSE;0;11;11;21;90;9;0
"598";"Commercial";"commercial#1";"packages/hotmart-oauth/package.js";"dev-933";5;"miss";"miss";"hit";"0,36107";"0,05263";"0,28";FALSE;1;21;22;33;33;2;3,7037037037037
"599";"Commercial";"commercial#1";"packages/hotmart-components-bootstrap4/components/numeric/input-percentage.html";"dev-930";4;"hit";"hit";"miss";"0,77742";"0,33333";"0";FALSE;1;3;4;19;90;3;20
"600";"Commercial";"commercial#1";"packages/hotmart-components-bootstrap4/components/numeric/input-percentage.html";"dev-945";2;"miss";"miss";"miss";"1";"0,33333";"0,11765";TRUE;0;4;4;19;90;4;20
"601";"Commercial";"commercial#1";"packages/hotmart-csv/package.js";"dev-933";3;"miss";"miss";"miss";"0,75834";"0,83333";"0,26667";FALSE;5;7;12;19;32;1;29,4117647058824
"602";"Commercial";"commercial#1";"imports/client/core-tools/schemas.js";"dev-930";5;"hit";"hit";"hit";"0,64868";"0,25";"0,13333";FALSE;1;6;7;53;5;2;12,5
"603";"Commercial";"commercial#1";"imports/client/core-tools/schemas.js";"dev-928";5;"hit";"hit";"miss";"0,64868";"0,25";"0,04444";FALSE;1;6;7;53;0;1;12,5
"604";"Commercial";"commercial#1";"imports/client/core-tools/schemas.js";"dev-927";5;"hit";"hit";"miss";"0,64868";"0,25";"0,04444";FALSE;1;6;7;53;48;3;12,5
"605";"Commercial";"commercial#1";"imports/client/core-tools/schemas.js";"dev-933";1;"miss";"miss";"hit";"0,64868";"0,25";"0,02222";FALSE;1;6;7;53;0;0;12,5
"606";"Commercial";"commercial#1";"imports/client/ui-commons/components/modals/confirmation/confirm.html";"dev-948";4;"hit";"miss";"hit";"0,66994";"0,14286";"0,16667";FALSE;1;13;14;14;88;0;5
"607";"Commercial";"commercial#1";"imports/client/ui-filters/components/list.html";"dev-948";3;"hit";"hit";"miss";"0,5733";"0,09091";"0,1";FALSE;1;24;25;31;79;2;3,03030303030303
"608";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/security.js";"dev-936";2;"miss";"miss";"miss";"0,80095";"1";"0,25";FALSE;1;1;2;8;53;1;14,2857142857143
"609";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/security.js";"dev-928";2;"miss";"miss";"miss";"0,80095";"1";"0,125";FALSE;1;1;2;8;0;0;14,2857142857143
"610";"Commercial";"commercial#1";"imports/server/methods/api-core/reports.js";"dev-939";3;"hit";"hit";"hit";"0,50991";"0,11111";"0,06667";FALSE;1;21;22;50;33;0;4,34782608695652
"611";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/manage.js";"dev-930";5;"miss";"miss";"miss";"0,40874";"0,11765";"0";FALSE;2;38;40;56;21;2;4,44444444444444
"612";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/manage.js";"dev-947";2;"hit";"hit";"hit";"0,37997";"0,05882";"0,06897";FALSE;1;39;40;56;11;1;2,22222222222222
"613";"Commercial";"commercial#1";"imports/client/core-hotleads/templates/add.html";"dev-930";5;"hit";"miss";"hit";"0,60424";"0,11111";"1";FALSE;1;18;19;16;28;0;3,84615384615385
"614";"Commercial";"commercial#1";"imports/client/core-hotleads/templates/add.html";"dev-927";5;"hit";"hit";"hit";"0,73587";"0,44444";"1";FALSE;4;15;19;16;46;1;15,3846153846154
"615";"Commercial";"commercial#1";"imports/client/core-payouts/components/withdraw.js";"dev-948";5;"hit";"hit";"hit";"0,7258";"0,77778";"1";FALSE;7;27;34;154;54;8;20
"616";"Commercial";"commercial#1";"imports/client/core-login/base.js";"dev-933";5;"miss";"miss";"miss";"0,33315";"0,04545";"0,03252";FALSE;1;31;32;132;61;4;2,5
"617";"Commercial";"commercial#1";"imports/client/core-login/base.js";"dev-936";2;"hit";"hit";"hit";"0,33315";"0,04545";"0,00813";FALSE;1;31;32;132;53;2;2,5
"618";"Commercial";"commercial#1";"imports/client/core-subscriptions/helpers.js";"dev-933";2;"miss";"miss";"miss";"0,61136";"0,2";"0,5";FALSE;1;12;13;18;0;0;5,55555555555556
"619";"Commercial";"commercial#1";"imports/server/methods/api-core/purchases.js";"dev-941";1;"miss";"miss";"hit";"0,64868";"0,25";"0,08333";FALSE;1;6;7;17;35;1;8,33333333333333
"620";"Commercial";"commercial#1";"imports/server/methods/api-core/purchases.js";"dev-944";3;"miss";"miss";"miss";"0,64868";"0,25";"0,33333";FALSE;1;6;7;17;32;0;8,33333333333333
"621";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/router.js";"dev-936";3;"miss";"hit";"hit";"0,65945";"0,125";"0,01786";FALSE;1;17;18;75;53;2;3,57142857142857
"622";"Commercial";"commercial#1";"imports/client/core-login/templates/password/forgot/forgot.js";"dev-931";4;"miss";"miss";"hit";"0,52639";"0,07692";"1";FALSE;1;22;23;14;19;1;3,03030303030303
"623";"Commercial";"commercial#1";"imports/client/core-products-tools/affiliate-program/actions.js";"dev-930";5;"hit";"hit";"hit";"0,69358";"0,5";"0,29167";FALSE;2;7;9;32;88;2;18,1818181818182
"624";"Commercial";"commercial#1";"imports/client/core-products-tools/affiliate-program/actions.js";"dev-928";5;"hit";"hit";"hit";"0,69358";"0,5";"0,20833";FALSE;2;7;9;32;0;0;18,1818181818182
"625";"Commercial";"commercial#1";"imports/client/core-products-tools/affiliate-program/actions.js";"dev-948";3;"miss";"miss";"hit";"0,64619";"0,25";"0";FALSE;1;8;9;32;89;4;9,09090909090909
"626";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/incomes.js";"dev-936";5;"miss";"hit";"miss";"0,59663";"0,28571";"0,01163";FALSE;2;15;17;96;46;0;11,1111111111111
"627";"Commercial";"commercial#1";"imports/client/core-accounts-sharing/helpers.js";"dev-933";3;"miss";"miss";"miss";"0,76515";"0,25";"0,2";FALSE;1;5;6;21;60;0;14,2857142857143
"628";"Commercial";"commercial#1";"imports/client/core-transactions/routes.js";"dev-948";5;"miss";"miss";"miss";"0,56102";"0,09091";"0";FALSE;1;13;14;5;85;1;5
"629";"Commercial";"commercial#1";"imports/client/core-sales-funnels/schemas.js";"dev-928";4;"hit";"hit";"hit";"0,82568";"1";"0,1875";FALSE;3;5;8;60;76;2;33,3333333333333
"630";"Commercial";"commercial#1";"imports/client/core-sales-funnels/schemas.js";"dev-927";5;"hit";"hit";"miss";"0,71756";"0,33333";"0,02083";FALSE;1;7;8;60;48;0;11,1111111111111
"631";"Commercial";"commercial#1";"imports/client/core-sales-funnels/schemas.js";"dev-936";2;"miss";"miss";"hit";"0,71756";"0,33333";"0,02083";FALSE;1;7;8;60;53;1;11,1111111111111
"632";"Commercial";"commercial#1";"imports/client/ui-commons/components/header/header.html";"dev-933";2;"hit";"hit";"hit";"0,14108";"0,01429";"0,0098";FALSE;1;127;128;127;60;2;0,699300699300699
"633";"Commercial";"commercial#1";"packages/hotmart-datetime/main.js";"dev-936";2;"hit";"hit";"miss";"0,42774";"0,125";"0,32";FALSE;2;21;23;77;35;2;6,45161290322581
"634";"Commercial";"commercial#1";"imports/client/core-login/templates/login/login.js";"dev-931";4;"miss";"miss";"hit";"0,49453";"0,125";"0,21429";FALSE;2;53;55;73;21;8;3,44827586206897
"635";"Commercial";"commercial#1";"imports/client/core-login/templates/login/login.js";"dev-933";1;"miss";"miss";"miss";"0,71042";"0,5";"0,45238";FALSE;8;47;55;73;0;0;13,7931034482759
"636";"Commercial";"commercial#1";"imports/client/core-login/templates/login/login.js";"dev-940";1;"hit";"miss";"hit";"0,56639";"0,25";"0,09524";FALSE;4;51;55;73;32;10;6,89655172413793
"637";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/revenue-products-detailed.js";"dev-936";5;"hit";"hit";"miss";"0,68807";"0,5";"0,01351";FALSE;2;10;12;78;35;0;15,3846153846154
"638";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/revenue-products-detailed.js";"dev-928";5;"hit";"hit";"miss";"0,68807";"0,5";"0,01351";FALSE;2;10;12;78;84;4;15,3846153846154
"639";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/revenue-products-detailed.js";"dev-927";5;"hit";"hit";"miss";"0,78277";"1";"0,02703";FALSE;4;8;12;78;48;2;30,7692307692308
"640";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/revenue-products-detailed.js";"dev-930";3;"miss";"miss";"hit";"0,64175";"0,25";"0,01351";FALSE;1;11;12;78;84;3;7,69230769230769
"641";"Commercial";"commercial#1";"packages/hotmart-alerts/package.js";"dev-930";5;"miss";"miss";"miss";"0,49047";"0,1";"0,05556";FALSE;1;11;12;19;69;1;5,88235294117647
"642";"Commercial";"commercial#1";"packages/hotmart-alerts/package.js";"dev-928";4;"miss";"miss";"hit";"0,49047";"0,1";"0,11111";FALSE;1;11;12;19;0;0;5,88235294117647
"643";"Commercial";"commercial#1";"imports/server/validations/actions/swagger.js";"dev-933";2;"hit";"hit";"hit";"0,40989";"0,06667";"0,05394";FALSE;1;17;18;252;7;1;4,76190476190476
"644";"Commercial";"commercial#1";"imports/server/methods/api-core/subscriptions.js";"dev-948";4;"hit";"miss";"hit";"0,61136";"0,14286";"1";FALSE;1;12;13;21;85;1;5
"645";"Commercial";"commercial#1";"imports/client/ui-tours/actions.js";"dev-928";5;"hit";"hit";"hit";"0,86679";"1";"0,23404";FALSE;3;1;4;51;97;0;50
"646";"Commercial";"commercial#1";"imports/client/core-api-notifications/routes.js";"dev-941";1;"miss";"miss";"hit";"0,81801";"0,66667";"0";FALSE;2;5;7;4;36;0;15,3846153846154
"647";"Commercial";"commercial#1";"imports/client/ui-commons-api/components/users/users.js";"dev-930";3;"hit";"hit";"miss";"0,58299";"0,16667";"0,46429";FALSE;1;6;7;34;75;1;12,5
"648";"Commercial";"commercial#1";"packages/hotmart-components-bootstrap4/components/textarea/textarea-counter.html";"dev-933";2;"miss";"miss";"miss";"0,64754";"0,25";"0,66667";FALSE;1;7;8;29;5;0;10
"649";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/charts.js";"dev-936";4;"miss";"hit";"miss";"0,40815";"0,20833";"0,0625";FALSE;5;40;45;116;35;1;9,61538461538462
"650";"Commercial";"commercial#1";"imports/client/ui-utils/helpers/charts.js";"dev-930";3;"hit";"hit";"hit";"0,31231";"0,04167";"0,04464";FALSE;1;44;45;116;83;5;1,92307692307692
"651";"Commercial";"commercial#1";"imports/client/core-login/templates/password/change/change.js";"dev-936";2;"miss";"miss";"hit";"0,68351";"0,33333";"0,04167";FALSE;1;6;7;23;39;1;7,14285714285714
"652";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/index.js";"dev-936";4;"hit";"hit";"hit";"0,80516";"0,5";"0,23077";FALSE;2;8;10;15;7;0;15,3846153846154
"653";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/index.js";"dev-948";2;"miss";"miss";"hit";"0,75053";"0,25";"0";FALSE;1;9;10;15;85;6;7,69230769230769
"654";"Commercial";"commercial#1";"imports/client/app-test/index.js";"dev-948";5;"hit";"hit";"hit";"1";"1";"1";TRUE;0;2;2;31;43;2;33,3333333333333
"655";"Commercial";"commercial#1";"imports/server/methods/api-core/hotlinks.js";"dev-927";5;"hit";"hit";"hit";"0,82932";"1";"0,33333";FALSE;1;0;1;7;67;0;50
"656";"Commercial";"commercial#1";"imports/client/core-accounts/routes.js";"dev-933";3;"hit";"hit";"hit";"0,56211";"0,15385";"0";FALSE;2;28;30;16;36;1;5,55555555555556
"657";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/sales-src.js";"dev-936";5;"hit";"hit";"hit";"0,81856";"1";"0,63158";FALSE;4;9;13;105;5;0;28,5714285714286
"658";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/sales-src.js";"dev-930";3;"miss";"miss";"miss";"0,67162";"0,25";"0,15789";FALSE;1;12;13;105;71;3;7,14285714285714
"659";"Commercial";"commercial#1";"imports/client/core-products/templates/manage/info/info.html";"dev-930";5;"miss";"miss";"hit";"0,30318";"0,09677";"0,32258";FALSE;3;54;57;76;15;0;4,61538461538462
"660";"Commercial";"commercial#1";"packages/hotmart-components/mixins/form/input-mask-cnpj.js";"dev-928";4;"hit";"hit";"hit";"0,60947";"0,2";"0,18182";FALSE;1;4;5;22;0;0;16,6666666666667
"661";"Commercial";"commercial#1";"packages/hotmart-components/mixins/form/input-mask-cnpj.js";"dev-927";5;"hit";"hit";"hit";"1";"1";"1";TRUE;4;1;5;22;33;1;83,3333333333333
"662";"Commercial";"commercial#1";"imports/client/core-accounts-sharing/schemas.js";"dev-936";3;"miss";"miss";"miss";"0,7526";"0,33333";"1";FALSE;2;13;15;93;61;3;12,5
"663";"Commercial";"commercial#1";"imports/client/core-reports/templates/selfbilling.js";"dev-939";4;"hit";"hit";"hit";"0,83923";"1";"0,52632";FALSE;3;3;6;36;32;2;37,5
"664";"Commercial";"commercial#1";"imports/client/ui-containers/components/data/table.js";"dev-934";2;"hit";"hit";"miss";"0,37098";"0,04348";"0,75";FALSE;1;35;36;51;40;3;2,38095238095238
"665";"Commercial";"commercial#1";"imports/client/core-etickets/schemas.js";"dev-930";4;"miss";"miss";"miss";"0,44996";"0,07692";"0,00505";FALSE;1;32;33;310;64;8;2,85714285714286
"666";"Commercial";"commercial#1";"imports/client/core-etickets/schemas.js";"dev-928";4;"hit";"hit";"miss";"0,65203";"0,53846";"0,07576";FALSE;7;26;33;310;0;0;20
"667";"Commercial";"commercial#1";"imports/client/core-etickets/schemas.js";"dev-948";5;"hit";"hit";"hit";"0,61817";"0,46154";"0,20707";FALSE;6;27;33;310;64;9;17,1428571428571
"668";"Commercial";"commercial#1";"imports/client/core-etickets/schemas.js";"dev-927";5;"miss";"hit";"hit";"0,58439";"0,38462";"1";FALSE;5;28;33;310;7;1;14,2857142857143
"669";"Commercial";"commercial#1";"imports/client/core-etickets/schemas.js";"dev-936";2;"hit";"hit";"hit";"0,44996";"0,07692";"0,00505";FALSE;1;32;33;310;53;7;2,85714285714286
"670";"Commercial";"commercial#1";"imports/client/core-etickets/schemas.js";"dev-939";2;"hit";"hit";"hit";"0,48347";"0,15385";"0";FALSE;2;31;33;310;33;2;5,71428571428571
"671";"Commercial";"commercial#1";"imports/client/core-products-tools/sales-pages/templates/browse.html";"dev-936";4;"hit";"hit";"miss";"0,69296";"0,42857";"0";FALSE;3;15;18;22;12;1;9,67741935483871
"672";"Commercial";"commercial#1";"imports/client/core-reports/schemas/reports/subscriptions-churn-delayed.js";"dev-936";5;"hit";"hit";"hit";"1";"0,8";"1";TRUE;3;12;15;89;35;1;23,5294117647059
"673";"Commercial";"commercial#1";"packages/hotmart-components-bootstrap4/components/file/download.html";"dev-947";5;"hit";"hit";"hit";"0,80095";"1";"0,625";FALSE;1;1;2;13;4;0;25
"674";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/actions.js";"dev-933";5;"hit";"hit";"hit";"0,67715";"0,33333";"0,29412";FALSE;1;9;10;37;14;1;7,69230769230769
"675";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/actions.js";"dev-930";5;"hit";"hit";"miss";"0,67715";"0,33333";"0,05882";FALSE;1;9;10;37;64;3;7,69230769230769
"676";"Commercial";"commercial#1";"imports/client/core-products-tools/offers/actions.js";"dev-936";2;"miss";"miss";"hit";"0,67715";"0,33333";"0,05882";FALSE;1;9;10;37;53;2;7,69230769230769
"677";"Commercial";"commercial#1";"imports/client/core-products-tools/checkout-config/routes.js";"dev-930";5;"hit";"hit";"hit";"0,71756";"0,25";"0,33333";FALSE;1;7;8;4;47;0;7,14285714285714
"678";"Commercial";"commercial#1";"imports/client/core-products-tools/checkout-config/routes.js";"dev-927";5;"hit";"hit";"hit";"0,71756";"0,25";"0,33333";FALSE;1;7;8;4;70;1;7,14285714285714
"679";"Commercial";"commercial#1";"imports/client/core-products-tools/media-contents/templates/item.js";"dev-930";4;"miss";"miss";"miss";"0,51364";"0,11111";"0,09091";FALSE;1;15;16;71;13;1;3,7037037037037
"680";"Commercial";"commercial#1";"imports/client/core-products-tools/media-contents/templates/item.js";"dev-928";5;"miss";"hit";"hit";"0,58784";"0,33333";"0,20455";FALSE;3;13;16;71;0;0;11,1111111111111
"681";"Commercial";"commercial#1";"imports/client/core-purchases/actions.js";"dev-944";4;"miss";"miss";"hit";"0,44021";"0,07692";"0,45455";FALSE;1;23;24;75;32;2;3,84615384615385
"682";"Commercial";"commercial#1";"packages/hotmart-components/mixins/form/input.js";"dev-928";4;"hit";"hit";"hit";"0,69039";"0,33333";"0,2";FALSE;1;2;3;17;0;0;25
"683";"Commercial";"commercial#2";"src/media/video/video_receive_thread.h";"dev-4700";5;"miss";"hit";"hit";"0,52356";"0,37143";"1";FALSE;13;42;55;58;252;2;22,8070175438596
"684";"Commercial";"commercial#2";"src/media/video/video_receive_thread.h";"dev-4691";5;"miss";"miss";"miss";"0,29054";"0,05714";"0,03846";FALSE;2;53;55;58;27;0;3,50877192982456
"685";"Commercial";"commercial#2";"bin/dbus/dbusinstance.cpp";"dev-4700";4;"miss";"miss";"hit";"0,58491";"0,16667";"0,125";FALSE;2;38;40;22;252;1;4,25531914893617
"686";"Commercial";"commercial#2";"bin/dbus/dbusinstance.cpp";"dev-4728";1;"hit";"hit";"hit";"0,54374";"0,08333";"0,0625";FALSE;1;39;40;22;146;0;2,12765957446809
"687";"Commercial";"commercial#2";"contrib/src/get-arch.sh";"dev-4700";2;"hit";"hit";"hit";"0";"0";"0";FALSE;0;1;1;35;606;1;0
"688";"Commercial";"commercial#2";"src/sip/sdes_negotiator.h";"dev-4741";1;"hit";"hit";"hit";"0,56985";"0,09091";"0,01754";FALSE;1;34;35;60;234;1;2,56410256410256
"689";"Commercial";"commercial#2";"src/media/audio/audiorecord.cpp";"dev-4757";2;"hit";"hit";"miss";"0,19798";"0,02381";"0,14286";FALSE;1;118;119;162;35;0;0,8
"690";"Commercial";"commercial#2";"src/media/audio/audiorecord.cpp";"dev-4700";3;"hit";"miss";"miss";"0,33537";"0,21429";"0,48352";FALSE;9;110;119;162;284;1;7,2
"691";"Commercial";"commercial#2";"src/media/video/video_device_monitor.cpp";"dev-4762";1;"hit";"hit";"hit";"0,4156";"0,05263";"0,06763";FALSE;1;49;50;251;35;1;1,85185185185185
"692";"Commercial";"commercial#2";"src/media/video/video_device_monitor.cpp";"dev-4683";1;"hit";"hit";"hit";"0,48";"0,15789";"0,07246";FALSE;3;47;50;251;296;5;5,55555555555556
"693";"Commercial";"commercial#2";"src/media/video/video_device_monitor.cpp";"dev-4691";3;"hit";"hit";"hit";"0,4156";"0,05263";"0";FALSE;1;49;50;251;27;0;1,85185185185185
"694";"Commercial";"commercial#2";"src/ringdht/namedirectory.h";"dev-4741";2;"miss";"miss";"hit";"0,69039";"0,33333";"0,01471";FALSE;1;2;3;35;12;0;25
"695";"Commercial";"commercial#2";"src/sip/pres_sub_server.cpp";"dev-4700";2;"miss";"miss";"miss";"0,82012";"0,6";"0,11165";FALSE;6;22;28;236;252;1;20
"696";"Commercial";"commercial#2";"src/sip/pres_sub_server.cpp";"dev-4679";2;"miss";"miss";"miss";"0,77557";"0,5";"0,13592";FALSE;5;23;28;236;253;2;16,6666666666667
"697";"Commercial";"commercial#2";"src/sip/pres_sub_server.cpp";"dev-4728";1;"hit";"hit";"hit";"0,59866";"0,1";"0,00485";FALSE;1;27;28;236;146;0;3,33333333333333
"698";"Commercial";"commercial#2";"src/account_factory.cpp";"dev-4762";1;"miss";"miss";"hit";"0,61251";"0,2";"0";FALSE;1;11;12;130;134;0;7,14285714285714
"699";"Commercial";"commercial#2";"src/winsyslog.h";"dev-4741";1;"miss";"miss";"miss";"0,73872";"0,5";"0,11111";FALSE;1;2;3;36;222;0;25
"700";"Commercial";"commercial#2";"src/media/audio/pulseaudio/pulselayer.cpp";"dev-4728";1;"hit";"hit";"hit";"0,06059";"0,00676";"0,00265";FALSE;1;361;362;647;146;0;0,2710027100271
