"";"systemsGroup";"system";"file";"devId";"dev_answer";"doa";"commit";"blame";"doaValue";"commitValue";"blameValue";"isFA";"DE";"AC";"nCommits";"LOC";"daysLastCommit";"nComAfter";"commitsPerc"
"701";"Commercial";"commercial#2";"bin/dbus/dbusconfigurationmanager.h";"dev-4762";4;"miss";"miss";"miss";"0,50337";"0,07143";"0,01099";FALSE;1;35;36;115;125;3;2,63157894736842
"702";"Commercial";"commercial#2";"bin/dbus/dbusconfigurationmanager.h";"dev-4683";4;"miss";"miss";"hit";"0,54113";"0,14286";"0,16484";FALSE;2;34;36;115;277;10;5,26315789473684
"703";"Commercial";"commercial#2";"bin/dbus/dbusconfigurationmanager.h";"dev-4741";2;"hit";"hit";"hit";"0,50337";"0,07143";"0,01099";FALSE;1;35;36;115;188;5;2,63157894736842
"704";"Commercial";"commercial#2";"src/ice_transport.cpp";"dev-4683";1;"hit";"hit";"hit";"0,24755";"0,02857";"0,0102";FALSE;1;51;52;838;293;10;1,81818181818182
"705";"Commercial";"commercial#2";"src/ice_transport.cpp";"dev-4741";3;"hit";"hit";"hit";"0,24755";"0,02857";"0,02948";FALSE;1;51;52;838;188;6;1,81818181818182
"706";"Commercial";"commercial#2";"src/media/audio/pulseaudio/audiostream.cpp";"dev-4679";5;"miss";"miss";"hit";"0,25916";"0,13333";"0,63462";FALSE;8;130;138;107;268;2;5,55555555555556
"707";"Commercial";"commercial#2";"src/media/audio/pulseaudio/audiostream.cpp";"dev-4700";3;"hit";"hit";"miss";"0,20241";"0,06667";"0,21154";FALSE;4;134;138;107;252;1;2,77777777777778
"708";"Commercial";"commercial#2";"src/media/audio/pulseaudio/audiostream.cpp";"dev-4728";1;"hit";"hit";"hit";"0,15987";"0,01667";"0,01923";FALSE;1;137;138;107;146;0;0,694444444444444
"709";"Commercial";"commercial#2";"src/logger.cpp";"dev-4679";5;"hit";"hit";"hit";"0,69752";"0,625";"0,2521";FALSE;5;39;44;198;182;2;10,2040816326531
"710";"Commercial";"commercial#2";"src/logger.cpp";"dev-4728";5;"miss";"hit";"miss";"0,57482";"0,25";"0,05882";FALSE;2;42;44;198;8;0;4,08163265306122
"711";"Commercial";"commercial#2";"src/threadloop.cpp";"dev-4728";3;"hit";"hit";"hit";"0,53343";"0,125";"0,01869";FALSE;1;17;18;110;8;0;4,76190476190476
"712";"Commercial";"commercial#2";"src/im/instant_messaging.cpp";"dev-4762";2;"hit";"hit";"miss";"0,38242";"0,11538";"1";FALSE;3;71;74;145;431;6;3,79746835443038
"713";"Commercial";"commercial#2";"src/media/audio/opensl/audio_recorder.cpp";"dev-4679";3;"miss";"miss";"miss";"1";"1";"1";TRUE;1;1;2;124;287;1;66,6666666666667
"714";"Commercial";"commercial#2";"src/media/video/video_base.h";"dev-4683";2;"hit";"hit";"hit";"0,32701";"0,07692";"0";FALSE;2;46;48;118;394;9;3,84615384615385
"715";"Commercial";"commercial#2";"src/media/video/video_base.h";"dev-4728";3;"hit";"hit";"hit";"0,3036";"0,03846";"0,00719";FALSE;1;47;48;118;8;0;1,92307692307692
"716";"Commercial";"commercial#2";"src/media/video/video_base.h";"dev-4691";3;"hit";"hit";"hit";"0,32701";"0,07692";"0";FALSE;2;46;48;118;27;1;3,84615384615385
"717";"Commercial";"commercial#2";"bin/dbus/dbusclient.cpp";"dev-4679";3;"miss";"miss";"miss";"0,87974";"0,76923";"0,22581";FALSE;10;25;35;196;23;0;27,027027027027
"718";"Commercial";"commercial#2";"bin/dbus/dbusclient.cpp";"dev-4741";2;"hit";"hit";"hit";"0,5241";"0,07692";"0,01075";FALSE;1;34;35;196;43;2;2,7027027027027
"719";"Commercial";"commercial#2";"src/security/tlsvalidator.cpp";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;11;16;27;831;456;4;40
"720";"Commercial";"commercial#2";"src/security/tlsvalidator.cpp";"dev-4683";3;"hit";"hit";"hit";"0,45389";"0,08333";"0,00778";FALSE;1;26;27;831;461;5;3,33333333333333
"721";"Commercial";"commercial#2";"src/security/tlsvalidator.cpp";"dev-4700";3;"miss";"miss";"hit";"0,62146";"0,5";"0,02529";FALSE;6;21;27;831;92;0;20
"722";"Commercial";"commercial#2";"src/security/tlsvalidator.cpp";"dev-4728";1;"hit";"hit";"hit";"0,45389";"0,08333";"0,01362";FALSE;1;26;27;831;145;1;3,33333333333333
"723";"Commercial";"commercial#2";"src/media/audio/jack/jacklayer.cpp";"dev-4728";1;"miss";"hit";"hit";"0,65973";"0,125";"0,00222";FALSE;1;18;19;372;147;0;4,54545454545455
"724";"Commercial";"commercial#2";"src/smartools.h";"dev-4700";4;"hit";"hit";"miss";"0,82932";"1";"0,02083";FALSE;1;0;1;27;82;0;50
"725";"Commercial";"commercial#2";"src/security/tlsvalidator.h";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;7;10;17;188;490;4;40
"726";"Commercial";"commercial#2";"src/security/tlsvalidator.h";"dev-4683";3;"hit";"hit";"hit";"0,53416";"0,125";"0,00383";FALSE;1;16;17;188;461;3;5
"727";"Commercial";"commercial#2";"src/security/tlsvalidator.h";"dev-4700";3;"miss";"miss";"hit";"0,72953";"0,75";"0,0728";FALSE;6;11;17;188;91;0;30
"728";"Commercial";"commercial#2";"src/client/presencemanager.cpp";"dev-4728";1;"miss";"hit";"hit";"0,69057";"0,16667";"0,0082";FALSE;1;22;23;109;146;0;3,84615384615385
"729";"Commercial";"commercial#2";"src/media/video/sinkclient.cpp";"dev-4762";2;"hit";"hit";"hit";"0,39714";"0,05556";"0";FALSE;1;51;52;289;496;15;1,78571428571429
"730";"Commercial";"commercial#2";"src/media/video/sinkclient.cpp";"dev-4683";3;"hit";"hit";"miss";"0,45894";"0,16667";"0,10067";FALSE;3;49;52;289;403;5;5,35714285714286
"731";"Commercial";"commercial#2";"src/media/video/sinkclient.cpp";"dev-4728";3;"hit";"hit";"hit";"0,39714";"0,05556";"0,00671";FALSE;1;51;52;289;8;0;1,78571428571429
"732";"Commercial";"commercial#2";"src/media/audio/sound/dtmfgenerator.cpp";"dev-4728";1;"miss";"hit";"hit";"0,63999";"0,14286";"0,02174";FALSE;1;41;42;80;8;0;2
"733";"Commercial";"commercial#2";"src/sip/siptransport.cpp";"dev-4762";1;"hit";"hit";"hit";"0,16646";"0,01754";"0,00709";FALSE;1;141;142;361;134;1;0,694444444444444
"734";"Commercial";"commercial#2";"src/sip/siptransport.cpp";"dev-4728";2;"hit";"hit";"hit";"0,16646";"0,01754";"0,00355";FALSE;1;141;142;361;146;2;0,694444444444444
"735";"Commercial";"commercial#2";"src/media/media_decoder.cpp";"dev-4679";5;"miss";"hit";"hit";"0,45929";"0,29167";"0,34043";FALSE;7;66;73;402;272;12;8,97435897435897
"736";"Commercial";"commercial#2";"src/media/media_decoder.cpp";"dev-4691";5;"miss";"hit";"miss";"0,40915";"0,20833";"0,04255";FALSE;5;68;73;402;7;0;6,41025641025641
"737";"Commercial";"commercial#2";"src/media/media_decoder.cpp";"dev-4683";2;"hit";"hit";"miss";"0,35906";"0,125";"0,12234";FALSE;3;70;73;402;266;10;3,84615384615385
"738";"Commercial";"commercial#2";"src/media/media_decoder.cpp";"dev-4728";3;"hit";"hit";"hit";"0,309";"0,04167";"0,01064";FALSE;1;72;73;402;147;7;1,28205128205128
"739";"Commercial";"commercial#2";"src/ringdht/sips_transport_ice.cpp";"dev-4728";2;"hit";"hit";"hit";"0,31032";"0,04167";"0,0024";FALSE;1;49;50;525;146;2;1,92307692307692
"740";"Commercial";"commercial#2";"src/sip/sip_utils.cpp";"dev-4762";2;"hit";"hit";"miss";"0,36954";"0,05556";"0,15942";FALSE;1;38;39;133;431;2;2,4390243902439
"741";"Commercial";"commercial#2";"src/sip/sipaccount.cpp";"dev-4762";3;"hit";"hit";"miss";"0,11599";"0,06569";"0,16741";FALSE;9;511;520;1606;120;3;1,71428571428571
"742";"Commercial";"commercial#2";"src/sip/sipaccount.cpp";"dev-4683";2;"hit";"hit";"hit";"0,17121";"0,12409";"0,01778";FALSE;17;503;520;1606;546;42;3,23809523809524
"743";"Commercial";"commercial#2";"src/sip/sipaccount.cpp";"dev-4728";2;"hit";"hit";"hit";"0,06077";"0,0073";"0,00148";FALSE;1;519;520;1606;146;7;0,19047619047619
"744";"Commercial";"commercial#2";"src/call.h";"dev-4762";3;"hit";"hit";"hit";"0,22963";"0,04762";"0,01333";FALSE;2;164;166;150;134;5;1,16959064327485
"745";"Commercial";"commercial#2";"src/call.h";"dev-4691";2;"hit";"hit";"hit";"0,21041";"0,02381";"0";FALSE;1;165;166;150;50;4;0,584795321637427
"746";"Commercial";"commercial#2";"src/media/audio/resampler.h";"dev-4679";5;"miss";"hit";"hit";"0,52535";"0,27273";"0,68182";FALSE;6;42;48;29;498;2;10,9090909090909
"747";"Commercial";"commercial#2";"src/media/video/video_input.cpp";"dev-4683";1;"hit";"hit";"hit";"0,45623";"0,18182";"0,02974";FALSE;4;78;82;441;296;6;4,65116279069767
"748";"Commercial";"commercial#2";"src/client/configurationmanager.cpp";"dev-4683";5;"miss";"miss";"hit";"0,19406";"0,10976";"0,89455";FALSE;9;335;344;730;277;17;2,56410256410256
"749";"Commercial";"commercial#2";"src/client/configurationmanager.cpp";"dev-4700";5;"miss";"hit";"miss";"0,29336";"0,21951";"0,05818";FALSE;18;326;344;730;70;3;5,12820512820513
"750";"Commercial";"commercial#2";"src/client/configurationmanager.cpp";"dev-4728";4;"miss";"miss";"miss";"0,10581";"0,0122";"0,00727";FALSE;1;343;344;730;146;10;0,284900284900285
"751";"Commercial";"commercial#2";"src/client/configurationmanager.cpp";"dev-4762";3;"hit";"hit";"hit";"0,12787";"0,03659";"0,08364";FALSE;3;341;344;730;125;7;0,854700854700855
"752";"Commercial";"commercial#2";"src/client/configurationmanager.cpp";"dev-4679";3;"hit";"miss";"miss";"0,42578";"0,36585";"1";FALSE;30;314;344;730;14;0;8,54700854700855
"753";"Commercial";"commercial#2";"src/client/configurationmanager.cpp";"dev-4741";2;"hit";"hit";"hit";"0,10581";"0,0122";"0,02182";FALSE;1;343;344;730;188;11;0,284900284900285
"754";"Commercial";"commercial#2";"src/preferences.cpp";"dev-4700";4;"miss";"miss";"miss";"0,23053";"0,1";"0,06284";FALSE;6;134;140;467;105;3;4,1958041958042
"755";"Commercial";"commercial#2";"src/preferences.cpp";"dev-4679";3;"hit";"hit";"hit";"0,20215";"0,06667";"0,06557";FALSE;4;136;140;467;468;8;2,7972027972028
"756";"Commercial";"commercial#2";"src/preferences.cpp";"dev-4691";2;"hit";"hit";"miss";"0,18796";"0,05";"0,11749";FALSE;3;137;140;467;7;0;2,0979020979021
"757";"Commercial";"commercial#2";"src/fileutils.cpp";"dev-4728";1;"hit";"hit";"hit";"0,43341";"0,16667";"0,04918";FALSE;4;67;71;463;8;0;5,33333333333333
"758";"Commercial";"commercial#2";"src/ip_utils.h";"dev-4728";3;"hit";"hit";"hit";"0,4112";"0,06667";"0,00976";FALSE;1;25;26;163;8;0;3,57142857142857
"759";"Commercial";"commercial#2";"contrib/src/pkg-static.sh";"dev-4700";2;"hit";"hit";"hit";"0";"0";"0";FALSE;0;1;1;31;606;0;0
"760";"Commercial";"commercial#2";"extras/tools/bootstrap";"dev-4700";2;"hit";"hit";"hit";"0";"0";"0";FALSE;0;5;5;90;606;1;0
"761";"Commercial";"commercial#2";"extras/tools/bootstrap";"dev-4679";3;"miss";"miss";"hit";"0,77057";"0,5";"0,03604";FALSE;1;4;5;90;390;0;14,2857142857143
"762";"Commercial";"commercial#2";"src/preferences.h";"dev-4691";2;"hit";"hit";"miss";"0,24545";"0,04762";"0,10526";FALSE;2;82;84;341;7;0;2,29885057471264
"763";"Commercial";"commercial#2";"src/media/audio/sound/tonelist.cpp";"dev-4700";4;"hit";"hit";"hit";"0,72023";"0,5";"0,20635";FALSE;4;32;36;93;56;1;9,30232558139535
"764";"Commercial";"commercial#2";"src/media/audio/sound/tonelist.cpp";"dev-4750";4;"miss";"miss";"hit";"0,58775";"0,125";"0,19048";FALSE;1;35;36;93;56;2;2,32558139534884
"765";"Commercial";"commercial#2";"src/media/audio/sound/tonelist.cpp";"dev-4728";1;"hit";"hit";"hit";"0,58775";"0,125";"0,03175";FALSE;1;35;36;93;8;0;2,32558139534884
"766";"Commercial";"commercial#2";"src/media/media_device.h";"dev-4691";4;"hit";"hit";"miss";"0,73183";"0,66667";"0";FALSE;2;6;8;21;27;0;20
"767";"Commercial";"commercial#2";"src/media/media_device.h";"dev-4683";3;"miss";"miss";"hit";"0,6813";"0,33333";"0,02174";FALSE;1;7;8;21;308;5;10
"768";"Commercial";"commercial#2";"src/sip/sipcall.h";"dev-4762";3;"hit";"hit";"hit";"0,29228";"0,10526";"0,08929";FALSE;4;151;155;125;134;6;2,48447204968944
"769";"Commercial";"commercial#2";"src/sip/sipcall.h";"dev-4683";2;"hit";"hit";"hit";"0,22994";"0,02632";"0,01786";FALSE;1;154;155;125;424;10;0,62111801242236
"770";"Commercial";"commercial#2";"src/sip/sipcall.h";"dev-4691";2;"hit";"hit";"hit";"0,22994";"0,02632";"0";FALSE;1;154;155;125;50;5;0,62111801242236
"771";"Commercial";"commercial#2";"src/media/audio/sound/tonelist.h";"dev-4750";4;"hit";"hit";"hit";"0,6871";"0,2";"0,14286";FALSE;1;25;26;31;56;1;3,03030303030303
"772";"Commercial";"commercial#2";"src/media/video/video_scaler.cpp";"dev-4700";5;"hit";"hit";"hit";"1";"1";"1";TRUE;16;5;21;105;252;0;70,8333333333333
"773";"Commercial";"commercial#2";"src/ice_transport.h";"dev-4741";3;"hit";"hit";"hit";"0,39856";"0,05882";"0,01045";FALSE;1;24;25;174;188;2;3,57142857142857
"774";"Commercial";"commercial#2";"src/media/audio/audio_rtp_session.cpp";"dev-4700";5;"hit";"hit";"hit";"1";"1";"0,492";FALSE;13;17;30;376;252;2;38,2352941176471
"775";"Commercial";"commercial#2";"src/media/audio/audio_rtp_session.cpp";"dev-4691";1;"hit";"hit";"hit";"0,52593";"0,07692";"0";FALSE;1;29;30;376;50;0;2,94117647058824
"776";"Commercial";"commercial#2";"src/sip/sipaccountbase.h";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;20;24;44;204;216;3;45,6521739130435
"777";"Commercial";"commercial#2";"src/sip/sipaccountbase.h";"dev-4762";3;"hit";"hit";"hit";"0,36363";"0,09524";"0,0129";FALSE;2;42;44;204;125;2;4,34782608695652
"778";"Commercial";"commercial#2";"src/sip/sipaccountbase.h";"dev-4683";2;"hit";"hit";"hit";"0,36363";"0,09524";"0,01935";FALSE;2;42;44;204;424;8;4,34782608695652
"779";"Commercial";"commercial#2";"src/upnp/upnp_context.h";"dev-4762";5;"hit";"hit";"hit";"1";"0,33333";"1";TRUE;1;13;14;100;125;4;12,5
"780";"Commercial";"commercial#2";"src/upnp/upnp_context.h";"dev-4679";5;"hit";"hit";"hit";"0,96327";"1";"0,57534";FALSE;6;8;14;100;40;0;37,5
"781";"Commercial";"commercial#2";"src/upnp/upnp_context.h";"dev-4700";3;"miss";"miss";"miss";"0,90992";"0,83333";"0,11644";FALSE;5;9;14;100;125;5;31,25
"782";"Commercial";"commercial#2";"src/dring/media_const.h";"dev-4683";5;"hit";"hit";"hit";"0,78671";"0,5";"0,28571";FALSE;1;2;3;18;296;1;25
"783";"Commercial";"commercial#2";"src/dring/videomanager_interface.h";"dev-4762";4;"hit";"miss";"miss";"0,6668";"0,16667";"0";FALSE;1;15;16;79;496;7;5,55555555555556
"784";"Commercial";"commercial#2";"src/dring/videomanager_interface.h";"dev-4683";5;"hit";"hit";"hit";"1";"0,5";"1";TRUE;2;14;16;79;403;3;16,6666666666667
"785";"Commercial";"commercial#2";"src/security/tls_session.cpp";"dev-4728";1;"hit";"hit";"hit";"0,42523";"0,07143";"0,00129";FALSE;1;17;18;616;146;4;5,26315789473684
"786";"Commercial";"commercial#2";"src/media/video/osxvideo/video_device_monitor_impl.mm";"dev-4683";5;"hit";"hit";"hit";"1";"1";"1";TRUE;2;2;4;90;343;1;50
"787";"Commercial";"commercial#2";"src/media/video/osxvideo/video_device_monitor_impl.mm";"dev-4700";2;"miss";"miss";"hit";"0,74853";"0,66667";"0,01504";FALSE;2;2;4;90;252;0;33,3333333333333
"788";"Commercial";"commercial#2";"contrib/src/change_prefix.sh";"dev-4700";2;"hit";"hit";"hit";"0";"0";"0";FALSE;0;0;0;33;606;0;0
"789";"Commercial";"commercial#2";"src/thread_pool.cpp";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;1;1;2;66;23;1;66,6666666666667
"790";"Commercial";"commercial#2";"src/thread_pool.cpp";"dev-4728";2;"miss";"miss";"hit";"0,74657";"0,5";"0,01961";FALSE;1;1;2;66;8;0;33,3333333333333
"791";"Commercial";"commercial#2";"src/media/audio/audiobuffer.h";"dev-4700";4;"miss";"miss";"miss";"0,40047";"0,18182";"0,09158";FALSE;4;51;55;115;252;1;6,89655172413793
"792";"Commercial";"commercial#2";"src/media/audio/audiobuffer.h";"dev-4728";3;"hit";"hit";"hit";"0,32428";"0,04545";"0,00733";FALSE;1;54;55;115;8;0;1,72413793103448
"793";"Commercial";"commercial#2";"src/media/video/video_rtp_session.h";"dev-4691";5;"miss";"miss";"miss";"0,37821";"0,04545";"0";FALSE;1;49;50;85;50;0;1,92307692307692
"794";"Commercial";"commercial#2";"src/media/audio/tonecontrol.cpp";"dev-4700";4;"hit";"hit";"hit";"1";"1";"1";TRUE;3;1;4;90;56;0;80
"795";"Commercial";"commercial#2";"src/media/audio/tonecontrol.cpp";"dev-4750";3;"miss";"miss";"hit";"0,64628";"0,25";"0,03125";FALSE;1;3;4;90;56;1;20
"796";"Commercial";"commercial#2";"src/manager.h";"dev-4762";3;"hit";"hit";"hit";"0,4237";"0,1";"0,00835";FALSE;2;74;76;292;134;5;2,46913580246914
"797";"Commercial";"commercial#2";"src/manager.h";"dev-4683";3;"hit";"hit";"hit";"0,4237";"0,1";"0,03027";FALSE;2;74;76;292;219;11;2,46913580246914
"798";"Commercial";"commercial#2";"src/manager.h";"dev-4741";1;"hit";"hit";"hit";"0,3918";"0,05";"0,00209";FALSE;1;75;76;292;188;8;1,23456790123457
"799";"Commercial";"commercial#2";"src/manager.h";"dev-4691";2;"hit";"hit";"hit";"0,4237";"0,1";"0,01357";FALSE;2;74;76;292;7;0;2,46913580246914
"800";"Commercial";"commercial#2";"src/dring/configurationmanager_interface.h";"dev-4762";4;"miss";"miss";"miss";"0,38162";"0,04545";"0,04464";FALSE;1;39;40;191;125;3;2,38095238095238
"801";"Commercial";"commercial#2";"src/dring/configurationmanager_interface.h";"dev-4683";5;"miss";"miss";"hit";"0,56598";"0,09091";"1";TRUE;1;39;40;191;277;10;4,76190476190476
"802";"Commercial";"commercial#2";"src/dring/configurationmanager_interface.h";"dev-4741";2;"hit";"hit";"hit";"0,38162";"0,04545";"0,00893";FALSE;1;39;40;191;188;5;2,38095238095238
"803";"Commercial";"commercial#2";"src/logger.h";"dev-4700";5;"miss";"miss";"hit";"0,46587";"0,18182";"0,56818";FALSE;4;47;51;61;222;1;7,40740740740741
"804";"Commercial";"commercial#2";"src/ringdht/ringaccount.h";"dev-4700";5;"miss";"hit";"miss";"0,44254";"0,37255";"0,09071";FALSE;19;61;80;262;19;2;22,8915662650602
"805";"Commercial";"commercial#2";"src/ringdht/ringaccount.h";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";TRUE;50;30;80;262;7;0;61,4457831325301
"806";"Commercial";"commercial#2";"src/ringdht/ringaccount.h";"dev-4762";3;"hit";"hit";"hit";"0,237";"0,09804";"0,0432";FALSE;5;75;80;262;125;11;6,02409638554217
"807";"Commercial";"commercial#2";"src/ringdht/ringaccount.h";"dev-4683";1;"hit";"hit";"hit";"0,17847";"0,01961";"0,03024";FALSE;1;79;80;262;390;20;1,20481927710843
"808";"Commercial";"commercial#2";"bin/dbus/dbusconfigurationmanager.cpp";"dev-4683";4;"miss";"miss";"hit";"0,54001";"0,14286";"1";FALSE;2;37;39;465;277;9;4,8780487804878
"809";"Commercial";"commercial#2";"bin/dbus/dbusconfigurationmanager.cpp";"dev-4762";3;"hit";"hit";"hit";"0,50207";"0,07143";"0,03093";FALSE;1;38;39;465;125;3;2,4390243902439
"810";"Commercial";"commercial#2";"bin/dbus/dbusconfigurationmanager.cpp";"dev-4741";2;"hit";"hit";"hit";"0,50207";"0,07143";"0,03608";FALSE;1;38;39;465;188;5;2,4390243902439
"811";"Commercial";"commercial#2";"src/media/video/video_mixer.cpp";"dev-4683";1;"hit";"hit";"hit";"0,23563";"0,05";"0,01852";FALSE;2;60;62;170;394;3;3,07692307692308
"812";"Commercial";"commercial#2";"src/media/video/video_mixer.cpp";"dev-4679";3;"hit";"hit";"hit";"0,25297";"0,075";"0,00926";FALSE;3;59;62;170;593;10;4,61538461538462
"813";"Commercial";"commercial#2";"src/media/video/video_mixer.cpp";"dev-4728";1;"hit";"hit";"hit";"0,21831";"0,025";"0,02315";FALSE;1;61;62;170;147;0;1,53846153846154
"814";"Commercial";"commercial#2";"src/client/ring_signal.h";"dev-4700";5;"hit";"hit";"hit";"0,9592";"1";"0,31481";FALSE;3;0;3;37;252;0;42,8571428571429
"815";"Commercial";"commercial#2";"src/client/ring_signal.h";"dev-4679";3;"hit";"hit";"hit";"0";"0";"0";FALSE;0;3;3;37;593;2;0
"816";"Commercial";"commercial#2";"contrib/bootstrap";"dev-4741";4;"hit";"hit";"miss";"0,83232";"1";"0,05792";FALSE;2;3;5;227;111;0;25
"817";"Commercial";"commercial#2";"src/media/video/v4l2/video_device_impl.cpp";"dev-4700";4;"hit";"hit";"miss";"0,86119";"1";"0,00932";FALSE;5;11;16;459;252;1;26,3157894736842
"818";"Commercial";"commercial#2";"src/media/video/v4l2/video_device_impl.cpp";"dev-4679";3;"miss";"miss";"miss";"0,86119";"1";"1";FALSE;5;11;16;459;243;0;26,3157894736842
"819";"Commercial";"commercial#2";"src/media/video/video_device.h";"dev-4700";5;"hit";"hit";"miss";"0,94461";"0,83333";"0,02778";FALSE;5;9;14;135;252;3;29,4117647058824
"820";"Commercial";"commercial#2";"src/media/video/video_device.h";"dev-4679";5;"hit";"hit";"hit";"1";"1";"1";FALSE;6;8;14;135;243;2;35,2941176470588
"821";"Commercial";"commercial#2";"src/media/video/video_device.h";"dev-4691";3;"miss";"miss";"hit";"0,78328";"0,33333";"0";FALSE;2;12;14;135;27;0;11,7647058823529
"822";"Commercial";"commercial#2";"src/media/video/video_input.h";"dev-4700";5;"hit";"hit";"hit";"1";"1";"0,55172";FALSE;14;36;50;87;252;1;25,9259259259259
"823";"Commercial";"commercial#2";"src/media/video/video_input.h";"dev-4679";5;"hit";"hit";"hit";"0,76698";"0,57143";"1";FALSE;8;42;50;87;32;0;14,8148148148148
"824";"Commercial";"commercial#2";"src/archiver.cpp";"dev-4683";4;"hit";"hit";"hit";"1";"0,5";"1";TRUE;0;2;2;190;277;2;33,3333333333333
"825";"Commercial";"commercial#2";"src/archiver.cpp";"dev-4679";4;"hit";"hit";"hit";"0,89665";"1";"0,26887";FALSE;2;0;2;190;34;0;66,6666666666667
