message;systemsGroup;system;file;answer;doa;commit;blame;newApproach;doaV;CommitV;blameV;nDevs;isFirst;DE;nChanges;devCommits;nCommits;LoComm;LoCode;devChurn;fileChurn;daysLastChange;daysLC;daysSurvey;nComAfter;dateLC;last10-s;last10
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-products/templates/payment/payment.html;2;FALSE;FALSE;FALSE;FALSE;0,2658;0,03226;0,02632;6;FALSE;1;43;1;50;0;62;2;936;0;0;23;0;25:34,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-payouts/helpers.js;4;FALSE;FALSE;FALSE;FALSE;1;1;1;5;TRUE;4;10;5;15;0;24;24;70;53;90;113;1;52:04,0;nyynnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-payouts/helpers.js;4;FALSE;FALSE;FALSE;FALSE;0,61457;0,2;0,22222;5;FALSE;1;10;1;15;0;24;4;70;53;148;171;3;21:19,0;nnnynnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-payouts/helpers.js;2;TRUE;TRUE;TRUE;TRUE;0,61457;0,2;0,11111;5;FALSE;1;10;1;15;0;24;1;70;53;53;76;0;42:40,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-subscriptions/schemas.js;4;TRUE;TRUE;TRUE;TRUE;0,37441;0,05556;0,00952;5;FALSE;1;26;1;27;14;106;3;438;7;85;108;5;04:35,0;nnnnnynnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/password/reset/reset.js;2;TRUE;FALSE;FALSE;FALSE;0,65568;0,125;0,07692;6;FALSE;1;14;1;24;0;26;2;85;0;39;62;1;41:10,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/media-contents/templates/item.html;4;FALSE;FALSE;FALSE;FALSE;0,70573;0,66667;0,37037;6;FALSE;4;18;4;29;0;51;36;177;13;13;36;0;04:36,0;yynyynnnnn;4
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-products-tools/media-contents/templates/item.html;3;FALSE;FALSE;FALSE;FALSE;0;0;0;6;FALSE;0;18;0;29;0;51;0;177;13;25;48;2;23:24,0;nnynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-comments/routes.js;4;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;0;1;1;2;0;4;5;7;0;56;80;1;26:05,0;ny;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-comments/routes.js;5;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,25;2;FALSE;1;1;1;2;0;4;2;7;0;0;23;0;10:52,0;yn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-accounts/templates/token/token.js;3;TRUE;TRUE;FALSE;TRUE;0,80133;0,25;0;3;FALSE;1;6;1;7;0;22;1;139;0;39;62;2;52:23,0;nnynnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/enotas/routes.js;4;FALSE;FALSE;FALSE;FALSE;0,69039;0,33333;0,2;2;FALSE;1;3;1;4;0;5;2;16;47;47;70;0;32:54,0;ynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/serials/form.js;4;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;2;3;3;5;0;75;134;241;0;4;27;1;32:52,0;nyyyn;3
OK Maintainer;Commercial;hot-vulcano;imports/client/core-messages/components/conversation/list.html;4;FALSE;FALSE;FALSE;FALSE;0,89587;1;0,15152;3;FALSE;5;8;5;9;0;42;16;120;60;60;83;0;15:45,0;ynynynyyn;5
OK Maintainer;Commercial;hot-vulcano;imports/client/core-messages/components/conversation/list.html;4;FALSE;FALSE;FALSE;FALSE;0,6813;0,2;0,12121;3;FALSE;1;8;1;9;0;42;12;120;60;68;91;1;07:59,0;nynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/subscriptions-churn.js;5;FALSE;FALSE;FALSE;FALSE;0,73462;0,66667;0,14286;5;FALSE;4;20;4;21;0;89;26;180;0;35;58;1;14:34,0;nyynnnnnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/subscriptions-churn.js;3;TRUE;FALSE;TRUE;TRUE;0,6031;0,16667;0,15873;5;FALSE;1;20;1;21;0;89;22;180;0;71;94;7;27:39,0;nnnnnnnynn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/content.js;5;TRUE;TRUE;FALSE;TRUE;0,58452;0,11111;0,25;5;FALSE;1;13;1;22;0;7;1;321;11;11;35;0;55:14,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/generated/about.html;2;TRUE;TRUE;TRUE;TRUE;0,72411;0,25;0,3;5;FALSE;1;6;1;16;0;14;5;38;5;5;29;0;48:09,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core/products.js;5;TRUE;TRUE;FALSE;TRUE;0,38872;0,04762;0,29412;8;FALSE;1;53;1;61;0;48;5;508;8;8;31;0;32:14,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core/products.js;2;FALSE;FALSE;TRUE;FALSE;0,41902;0,09524;0,17647;8;FALSE;2;53;2;61;0;48;5;508;8;32;55;1;39:43,0;nynnynnnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-csv/main.js;3;TRUE;TRUE;TRUE;TRUE;0,7171;0,66667;0,13333;3;FALSE;4;10;4;14;0;34;55;186;0;41;64;1;11:23,0;nyyyynnnnn;4
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/browse.js;4;FALSE;FALSE;FALSE;FALSE;1;1;1;8;FALSE;13;38;13;51;0;209;291;723;0;0;23;0;09:48,0;yyynnyyyyy;8
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/browse.js;2;FALSE;FALSE;FALSE;FALSE;0,52278;0,07692;0;8;FALSE;1;38;1;51;0;209;1;723;0;5;29;4;48:09,0;nnnnynnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/animations.js;2;FALSE;FALSE;TRUE;FALSE;0,49224;0,1;0,125;3;FALSE;1;13;1;19;0;19;2;82;0;53;76;2;42:40,0;nnynnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-filters/schemas.js;3;FALSE;FALSE;FALSE;FALSE;0,37194;0,05556;0,03888;7;FALSE;1;34;1;35;0;602;18;848;33;33;56;0;51:45,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-third-party-services/routes.js;5;FALSE;FALSE;FALSE;FALSE;0,74853;0,66667;0,2;2;FALSE;2;4;2;5;0;5;8;18;77;77;100;0;58:55,0;yynnn;2
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-utils/helpers/status.js;3;FALSE;FALSE;FALSE;FALSE;0,53102;0,125;0;7;FALSE;1;21;1;22;0;236;2;423;0;32;55;2;59:31,0;nnynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-core/logger-client.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;4;TRUE;1;4;2;5;1;22;38;46;0;70;93;3;35:43,0;nnnyy;2
OK Maintainer;Commercial;hot-vulcano;imports/client/app-requests/request.js;4;FALSE;FALSE;FALSE;FALSE;1;1;0,31579;5;TRUE;2;8;3;9;1;49;64;168;0;70;93;6;35:43,0;nnnnnnyyy;3
Maintainers failure;Commercial;hot-vulcano;imports/client/app-requests/request.js;4;FALSE;FALSE;TRUE;FALSE;0,6813;0,33333;0,05263;5;FALSE;1;8;1;9;1;49;4;168;0;7;30;1;01:32,0;nynnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/app-requests/request.js;3;TRUE;TRUE;TRUE;TRUE;0,6813;0,33333;1;5;FALSE;1;8;1;9;1;49;88;168;0;67;90;5;31:01,0;nnnnnynnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/app-requests/request.js;3;TRUE;TRUE;TRUE;TRUE;0,73183;0,66667;0,10526;5;FALSE;2;8;2;9;1;49;8;168;0;46;69;2;05:11,0;nnyynnnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/app-requests/request.js;3;TRUE;TRUE;FALSE;TRUE;0,73183;0,66667;0,05263;5;FALSE;2;8;2;9;1;49;4;168;0;0;23;0;10:52,0;ynnnynnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core-tools/api-notifications.js;1;TRUE;TRUE;TRUE;TRUE;0,93127;1;1;4;FALSE;4;8;4;9;1;16;10;31;0;25;49;1;21:30,0;nyyyynnnn;4
Maintainers failure;Commercial;hot-vulcano;imports/client/core-coproductions/actions.js;5;FALSE;FALSE;TRUE;FALSE;0,76515;0,25;0,04348;4;FALSE;1;6;1;7;0;41;1;81;0;71;94;1;33:04,0;nynnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-affiliate-recruiting/templates/recruit.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;4;TRUE;6;9;7;11;0;33;142;169;0;32;55;1;42:54,0;nynnnyyyyy;6
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-affiliate-recruiting/templates/recruit.js;3;FALSE;FALSE;FALSE;FALSE;0,55815;0,14286;0,06667;4;FALSE;1;9;1;11;0;33;4;169;0;39;62;2;52:23,0;nnynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/offers/templates/actions.js;5;TRUE;TRUE;FALSE;TRUE;0,4743;0,09091;0,2;5;FALSE;1;15;1;22;0;8;2;115;0;14;37;1;03:24,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-etickets/templates/details/details.js;4;FALSE;FALSE;TRUE;FALSE;0,72811;0,5;0,03448;5;FALSE;1;5;1;10;0;28;2;59;0;0;23;0;38:23,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-etickets/templates/details/details.js;3;FALSE;FALSE;FALSE;FALSE;0;0;0;5;FALSE;0;5;0;10;0;28;0;59;0;34;57;1;49:11,0;nynnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-datetime/helpers/blaze.js;2;FALSE;TRUE;TRUE;TRUE;0,59909;0,28571;0,54545;3;FALSE;2;9;2;16;0;15;14;57;44;48;71;1;55:32,0;nyynnnnnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-datetime/helpers/blaze.js;3;FALSE;FALSE;TRUE;FALSE;0,55815;0,14286;0,18182;3;FALSE;1;9;1;16;0;15;2;57;44;44;67;0;09:04,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-etickets/index.js;5;TRUE;TRUE;TRUE;TRUE;0,47466;0,09091;0,03704;5;FALSE;1;19;1;22;0;26;1;333;21;21;44;0;52:29,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-etickets/index.js;5;FALSE;FALSE;TRUE;FALSE;0,61296;0,45455;0,03704;5;FALSE;5;19;5;22;0;26;38;333;21;64;87;3;05:26,0;nnnyyyyynn;5
Maintainers failure;Commercial;hot-vulcano;imports/client/core-transactions/schemas.js;4;TRUE;TRUE;TRUE;TRUE;0,28197;0,06452;0,04575;6;FALSE;2;59;2;61;1;240;28;718;0;64;87;9;05:26,0;nnnnnnnnny;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-third-party-services/schema.js;2;FALSE;FALSE;FALSE;FALSE;0,53574;0,125;0;4;FALSE;1;14;1;15;0;85;3;216;7;53;76;2;42:40,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core-tools/accounts-sharing.js;2;TRUE;TRUE;FALSE;TRUE;0,61251;0,2;0;5;FALSE;1;12;1;22;0;20;4;127;7;60;83;1;51:46,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-containers/components/data/dynamic.js;4;TRUE;TRUE;FALSE;TRUE;0,42414;0,07143;0,13636;4;FALSE;1;17;1;24;0;24;7;152;0;4;27;1;35:58,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-containers/components/data/dynamic.js;5;TRUE;TRUE;TRUE;TRUE;0,45468;0,14286;0,04545;4;FALSE;2;17;2;24;0;24;10;152;0;0;23;0;10:52,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/revenue.js;2;FALSE;FALSE;TRUE;FALSE;0,49033;0,1;0,17778;6;FALSE;1;23;1;24;1;72;10;190;35;69;92;2;20:50,0;nnynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-chat/schemas.js;5;FALSE;FALSE;TRUE;FALSE;0,89665;1;0;2;FALSE;2;2;2;3;17;26;8;59;48;48;72;0;56:13,0;yyn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/app-configs/index.js;5;TRUE;TRUE;TRUE;TRUE;0,4733;0,09091;0,05;6;FALSE;1;22;1;25;3;58;6;122;0;71;94;2;03:17,0;nnynnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/app-configs/index.js;3;FALSE;FALSE;FALSE;FALSE;0,50766;0,18182;0,01667;6;FALSE;2;22;2;25;3;58;4;122;0;91;114;7;20:55,0;nnnnnnnyyn;2
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/app-configs/index.js;2;FALSE;FALSE;FALSE;FALSE;0,4733;0,09091;0,05;6;FALSE;1;22;1;25;3;58;4;122;0;53;76;1;42:40,0;nynnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/app-configs/index.js;3;TRUE;TRUE;TRUE;TRUE;0,64665;0,54545;0,13333;6;FALSE;6;22;6;25;3;58;15;122;0;0;23;0;38:23,0;ynnnnynnny;3
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components-bootstrap4/wrappers/input/copy-and-go.js;4;FALSE;FALSE;FALSE;FALSE;0,73872;0,5;0,11765;3;FALSE;1;3;1;4;0;16;6;39;0;0;23;0;10:52,0;ynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/klick-pages/code.js;4;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;3;4;4;5;0;4;45;47;0;0;23;0;36:53,0;yynyy;4
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/klick-pages/code.js;5;FALSE;FALSE;FALSE;FALSE;0,64628;0,25;0,25;2;FALSE;1;4;1;5;0;4;2;47;0;0;23;2;10:52,0;nnynn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/app-router/index.js;3;TRUE;TRUE;FALSE;TRUE;0,82424;1;0,0124;5;FALSE;2;6;2;7;2;227;5;269;0;0;23;0;35:03,0;ynnynnn;2
OK Non-Maintainers;Commercial;hot-vulcano;packages/hotmart-components/mixins/form/input-mask-decimal.js;2;FALSE;FALSE;FALSE;FALSE;0;0;0,05263;6;FALSE;0;11;0;14;0;21;0;113;0;90;113;9;18:56,0;nnnnnnnnny;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-oauth/package.js;5;TRUE;TRUE;FALSE;TRUE;0,36107;0,05263;0,28;5;FALSE;1;22;1;27;0;33;9;123;0;33;56;2;41:35,0;nnynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-components-bootstrap4/components/numeric/input-percentage.html;4;FALSE;FALSE;TRUE;FALSE;0,77742;0,33333;0;3;FALSE;1;4;1;5;0;19;6;67;81;90;113;3;36:47,0;nnnyn;1
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-components-bootstrap4/components/numeric/input-percentage.html;2;TRUE;TRUE;TRUE;TRUE;1;0,33333;0,11765;3;TRUE;0;4;1;5;0;19;20;67;81;90;113;4;18:56,0;nnnny;1
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-csv/package.js;3;TRUE;TRUE;TRUE;TRUE;0,75834;0,83333;0,26667;5;FALSE;5;12;5;17;0;19;25;93;0;32;56;1;53:47,0;nyyyyynnnn;5
OK Maintainer;Commercial;hot-vulcano;imports/client/core-tools/schemas.js;5;FALSE;FALSE;FALSE;FALSE;0,64868;0,25;0,13333;5;FALSE;1;7;1;8;0;53;13;94;0;5;28;2;01:01,0;nnynnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-tools/schemas.js;5;FALSE;FALSE;TRUE;FALSE;0,64868;0,25;0,04444;5;FALSE;1;7;1;8;0;53;6;94;0;0;23;1;10:52,0;nynnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-tools/schemas.js;5;FALSE;FALSE;TRUE;FALSE;0,64868;0,25;0,04444;5;FALSE;1;7;1;8;0;53;3;94;0;48;72;3;56:13,0;nnnynnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-tools/schemas.js;1;TRUE;TRUE;FALSE;TRUE;0,64868;0,25;0,02222;5;FALSE;1;7;1;8;0;53;3;94;0;0;23;0;34:44,0;ynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons/components/modals/confirmation/confirm.html;4;FALSE;TRUE;FALSE;FALSE;0,66994;0,14286;0,16667;5;FALSE;1;14;1;20;0;14;2;98;88;88;111;0;38:01,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-filters/components/list.html;3;FALSE;FALSE;TRUE;FALSE;0,5733;0,09091;0,1;5;FALSE;1;25;1;33;0;31;4;279;60;79;102;2;37:44,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/security.js;2;TRUE;TRUE;TRUE;TRUE;0,80095;1;0,25;4;FALSE;1;2;1;7;0;8;2;13;0;53;76;1;42:40,0;nynnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/security.js;2;TRUE;TRUE;TRUE;TRUE;0,80095;1;0,125;4;FALSE;1;2;1;7;0;8;2;13;0;0;23;0;10:52,0;ynnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/server/methods/api-core/reports.js;3;FALSE;FALSE;FALSE;FALSE;0,50991;0,11111;0,06667;7;FALSE;1;22;1;23;0;50;3;151;33;33;56;0;51:45,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/manage.js;5;TRUE;TRUE;TRUE;TRUE;0,40874;0,11765;0;6;FALSE;2;40;2;45;0;56;8;263;0;21;44;2;04:43,0;nnyynnnnnn;2
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-products/templates/manage/manage.js;2;FALSE;FALSE;FALSE;FALSE;0,37997;0,05882;0,06897;6;FALSE;1;40;1;45;0;56;4;263;0;11;35;1;55:14,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-hotleads/templates/add.html;5;FALSE;TRUE;FALSE;FALSE;0,60424;0,11111;1;5;FALSE;1;19;1;26;0;16;14;510;28;28;51;0;16:08,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-hotleads/templates/add.html;5;FALSE;FALSE;FALSE;FALSE;0,73587;0,44444;1;5;FALSE;4;19;4;26;0;16;95;510;28;46;69;1;46:38,0;nynnyynnnn;3
OK Maintainer;Commercial;hot-vulcano;imports/client/core-payouts/components/withdraw.js;5;FALSE;FALSE;FALSE;FALSE;0,7258;0,77778;1;5;FALSE;7;34;7;35;2;154;253;811;0;54;77;8;26:05,0;nnnnnnnnyy;2
Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/base.js;5;TRUE;TRUE;TRUE;TRUE;0,33315;0,04545;0,03252;7;FALSE;1;32;1;40;0;132;7;369;7;61;84;4;54:52,0;nnnnynnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-login/base.js;2;FALSE;FALSE;FALSE;FALSE;0,33315;0,04545;0,00813;7;FALSE;1;32;1;40;0;132;2;369;7;53;76;2;42:40,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-subscriptions/helpers.js;2;TRUE;TRUE;TRUE;TRUE;0,61136;0,2;0,5;6;FALSE;1;13;1;18;0;18;5;97;0;0;23;0;53:46,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core/purchases.js;1;TRUE;TRUE;FALSE;TRUE;0,64868;0,25;0,08333;5;FALSE;1;7;1;12;0;17;2;52;32;35;58;1;04:37,0;nynnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core/purchases.js;3;TRUE;TRUE;TRUE;TRUE;0,64868;0,25;0,33333;5;FALSE;1;7;1;12;0;17;8;52;32;32;55;0;59:31,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/router.js;3;TRUE;FALSE;FALSE;FALSE;0,65945;0,125;0,01786;5;FALSE;1;18;1;28;12;75;1;192;0;53;76;2;42:40,0;nnynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/password/forgot/forgot.js;4;TRUE;TRUE;FALSE;TRUE;0,52639;0,07692;1;7;FALSE;1;23;1;33;0;14;23;279;0;19;42;1;25:50,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/affiliate-program/actions.js;5;FALSE;FALSE;FALSE;FALSE;0,69358;0,5;0,29167;5;FALSE;2;9;2;11;0;32;20;100;0;88;111;2;27:10,0;nnyynnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/affiliate-program/actions.js;5;FALSE;FALSE;FALSE;FALSE;0,69358;0,5;0,20833;5;FALSE;2;9;2;11;0;32;8;100;0;0;23;0;10:52,0;yynnnnnnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/affiliate-program/actions.js;3;TRUE;TRUE;FALSE;TRUE;0,64619;0,25;0;5;FALSE;1;9;1;11;0;32;14;100;0;89;112;4;51:48,0;nnnnynnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/incomes.js;5;TRUE;FALSE;TRUE;TRUE;0,59663;0,28571;0,01163;5;FALSE;2;17;2;18;0;96;4;156;46;46;69;0;23:24,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-accounts-sharing/helpers.js;3;TRUE;TRUE;TRUE;TRUE;0,76515;0,25;0,2;4;FALSE;1;6;1;7;0;21;6;99;60;60;83;0;51:28,0;ynnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-transactions/routes.js;5;TRUE;TRUE;TRUE;TRUE;0,56102;0,09091;0;5;FALSE;1;14;1;20;0;5;1;35;70;85;108;1;04:35,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-sales-funnels/schemas.js;4;FALSE;FALSE;FALSE;FALSE;0,82568;1;0,1875;5;FALSE;3;8;3;9;0;60;16;96;48;76;99;2;07:51,0;nnyynynnn;3
Maintainers failure;Commercial;hot-vulcano;imports/client/core-sales-funnels/schemas.js;5;FALSE;FALSE;TRUE;FALSE;0,71756;0,33333;0,02083;5;FALSE;1;8;1;9;0;60;2;96;48;48;72;0;56:13,0;ynnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-sales-funnels/schemas.js;2;TRUE;TRUE;FALSE;TRUE;0,71756;0,33333;0,02083;5;FALSE;1;8;1;9;0;60;1;96;48;53;76;1;42:40,0;nynnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-commons/components/header/header.html;2;FALSE;FALSE;FALSE;FALSE;0,14108;0,01429;0,0098;7;FALSE;1;128;1;143;0;127;2;2381;56;60;84;2;58:42,0;nnynnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-datetime/main.js;2;FALSE;FALSE;TRUE;FALSE;0,42774;0,125;0,32;5;FALSE;2;23;2;31;0;77;26;181;0;35;58;2;14:34,0;nnynynnnnn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/login/login.js;4;TRUE;TRUE;FALSE;TRUE;0,49453;0,125;0,21429;7;FALSE;2;55;2;58;4;73;40;768;0;21;45;8;05:31,0;nnnnnnnnyy;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/login/login.js;1;TRUE;TRUE;TRUE;TRUE;0,71042;0,5;0,45238;7;FALSE;8;55;8;58;4;73;67;768;0;0;23;0;34:44,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/login/login.js;1;FALSE;TRUE;FALSE;FALSE;0,56639;0,25;0,09524;7;FALSE;4;55;4;58;4;73;20;768;0;32;56;10;50:37,0;nnnnnnnnnn;0
Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/revenue-products-detailed.js;5;FALSE;FALSE;TRUE;FALSE;0,68807;0,5;0,01351;5;FALSE;2;12;2;13;0;78;3;137;35;35;58;0;14:34,0;yynnnnnnnn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/revenue-products-detailed.js;5;FALSE;FALSE;TRUE;FALSE;0,68807;0,5;0,01351;5;FALSE;2;12;2;13;0;78;4;137;35;84;107;4;02:08,0;nnnnynnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/revenue-products-detailed.js;5;FALSE;FALSE;TRUE;FALSE;0,78277;1;0,02703;5;FALSE;4;12;4;13;0;78;9;137;35;48;72;2;56:13,0;nnynnnnnyy;3
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/revenue-products-detailed.js;3;TRUE;TRUE;FALSE;TRUE;0,64175;0,25;0,01351;5;FALSE;1;12;1;13;0;78;4;137;35;84;107;3;12:31,0;nnnynnnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-alerts/package.js;5;TRUE;TRUE;TRUE;TRUE;0,49047;0,1;0,05556;4;FALSE;1;12;1;17;1;19;3;82;0;69;92;1;19:27,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-alerts/package.js;4;TRUE;TRUE;FALSE;TRUE;0,49047;0,1;0,11111;4;FALSE;1;12;1;17;1;19;4;82;0;0;23;0;10:52,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/server/validations/actions/swagger.js;2;FALSE;FALSE;FALSE;FALSE;0,40989;0,06667;0,05394;4;FALSE;1;18;1;21;0;252;15;1749;0;7;30;1;05:41,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core/subscriptions.js;4;FALSE;TRUE;FALSE;FALSE;0,61136;0,14286;1;4;FALSE;1;13;1;20;0;21;22;105;53;85;108;1;04:35,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-tours/actions.js;5;FALSE;FALSE;FALSE;FALSE;0,86679;1;0,23404;2;FALSE;3;4;3;6;5;51;23;82;97;97;120;0;46:42,0;ynyynn;3
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-api-notifications/routes.js;1;TRUE;TRUE;FALSE;TRUE;0,81801;0,66667;0;4;FALSE;2;7;2;13;0;4;8;23;36;36;59;0;04:58,0;yynnnnnnnn;2
