message;systemsGroup;system;file;answer;doa;commit;blame;newApproach;doaV;CommitV;blameV;nDevs;isFirst;DE;nChanges;devCommits;nCommits;LoComm;LoCode;devChurn;fileChurn;daysLastChange;daysLC;daysSurvey;nComAfter;dateLC;last10-s;last10
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-utils/index.js;5;FALSE;FALSE;FALSE;FALSE;0,69757;0,5;1;3;FALSE;2;7;2;9;0;17;34;53;49;49;72;0;20:08,0;ynynnnnnn;2
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-containers/components/container-data.html;3;FALSE;FALSE;FALSE;FALSE;0,14019;0,01493;0;4;FALSE;1;103;1;106;0;194;2;2568;40;80;103;5;33:44,0;nnnnnynnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/app-configs/simple-schema.js;5;FALSE;FALSE;FALSE;FALSE;1;0,33333;0,45;5;TRUE;0;7;1;8;1;52;12;110;0;71;94;7;03:17,0;nnnnnnny;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/app-configs/simple-schema.js;3;TRUE;TRUE;TRUE;TRUE;0,76067;0,33333;0,3;5;FALSE;1;7;1;8;1;52;11;110;0;19;42;5;25:08,0;nnnnnynn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-transactions/actions.js;2;FALSE;TRUE;TRUE;TRUE;0,57451;0,25;0,5;5;FALSE;2;13;2;15;0;40;16;106;0;62;85;2;41:21,0;nnynnnnnny;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/numbers.js;2;FALSE;TRUE;FALSE;FALSE;0,52727;0,2;0;6;FALSE;2;21;2;27;0;30;11;178;0;133;156;4;16:53,0;nnnnyynnnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/numbers.js;2;FALSE;FALSE;TRUE;FALSE;0,49165;0,1;0,10526;6;FALSE;1;21;1;27;0;30;2;178;0;56;79;2;53:31,0;nnynnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-accounts/index.js;3;FALSE;FALSE;FALSE;FALSE;0,50527;0,07143;0,06977;5;FALSE;1;23;1;29;0;36;3;320;25;36;59;1;02:26,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/alternative-pages/schemas.js;4;FALSE;FALSE;FALSE;FALSE;0,72531;0,71429;0,15789;3;FALSE;5;12;5;13;0;65;18;157;48;76;99;1;59:58,0;nyyynynnny;5
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/alternative-pages/schemas.js;5;TRUE;TRUE;TRUE;TRUE;0,55982;0,14286;0,01754;3;FALSE;1;12;1;13;0;65;2;157;48;48;72;0;56:13,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components/helpers.js;5;FALSE;FALSE;FALSE;FALSE;0,80095;1;0,375;4;FALSE;1;2;1;4;0;13;4;20;0;90;113;1;05:09,0;nynn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/generated/benefits.html;2;TRUE;TRUE;TRUE;TRUE;0,72411;0,25;0,3;5;FALSE;1;6;1;16;0;14;5;38;5;5;29;0;48:09,0;ynnnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;packages/hotmart-components/package.js;2;FALSE;FALSE;FALSE;FALSE;0,40618;0,05;0,01961;6;FALSE;1;40;1;41;0;71;2;151;0;90;113;8;18:56,0;nnnnnnnnyn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/serials/browse.js;3;TRUE;TRUE;TRUE;TRUE;1;1;1;2;TRUE;1;1;3;3;0;62;78;150;8;8;31;0;32:14,0;yyn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/serials/browse.js;1;TRUE;TRUE;FALSE;TRUE;0,91515;0,33333;0;2;TRUE;0;1;1;3;0;62;72;150;8;21;44;2;29:01,0;nny;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-containers/index.js;5;TRUE;TRUE;FALSE;TRUE;0,55815;0,14286;0,16667;3;FALSE;1;9;1;11;0;24;2;65;49;64;87;1;05:26,0;nynnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/checkout-config/actions.js;2;TRUE;TRUE;TRUE;TRUE;0,68982;0,33333;0,11111;3;FALSE;1;4;1;6;0;11;1;33;53;53;76;0;42:40,0;ynnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-payouts/components/wallet.js;5;TRUE;FALSE;FALSE;FALSE;0,59975;0,28571;0,38889;4;FALSE;2;13;2;14;0;25;16;194;0;56;79;1;53:09,0;nyynnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-components-bootstrap4/components/select/select.html;5;FALSE;FALSE;FALSE;FALSE;0,74853;0,66667;0,125;2;FALSE;2;4;2;5;0;9;4;17;88;99;122;1;18:40,0;nyynn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/core-api-notifications/schemas.js;4;TRUE;TRUE;TRUE;TRUE;0,55946;0,14286;0,0098;5;FALSE;1;13;1;14;1;163;1;285;0;71;94;10;23:01,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-api-notifications/schemas.js;1;TRUE;TRUE;TRUE;TRUE;0,64053;0,42857;0,60784;5;FALSE;3;13;3;14;1;163;84;285;0;26;49;2;27:24,0;nnyyynnnnn;3
OK Maintainer;Commercial;hot-vulcano;imports/server/proxies/api-core/products.js;5;FALSE;FALSE;FALSE;FALSE;0,84358;1;0,5;3;FALSE;2;4;2;5;0;9;4;16;4;4;27;0;33:34,0;yynnn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/payment/plans/form.js;3;TRUE;TRUE;TRUE;TRUE;0,68577;0,33333;0,31481;4;FALSE;1;6;1;8;0;60;21;104;0;1;24;1;47:59,0;nynnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;packages/hotmart-http/http.js;3;FALSE;FALSE;FALSE;FALSE;0,38837;0,19231;0,04545;3;FALSE;5;31;5;36;0;154;66;498;70;70;93;0;35:43,0;yyyyynnnnn;5
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/templates/selfbilling.html;5;FALSE;FALSE;FALSE;FALSE;0,80871;1;0,53333;3;FALSE;2;3;2;5;0;92;64;178;33;33;56;0;51:45,0;yynnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/serials/form.html;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;3;3;5;5;0;80;126;274;4;4;27;0;32:05,0;yyyyn;4
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/sales-pages/templates/options/sales.html;4;FALSE;FALSE;FALSE;FALSE;0,80409;0,68421;0,19792;6;FALSE;13;41;13;51;0;123;132;684;0;0;23;0;09:48,0;ynnnnnnnyy;3
Maintainers failure;Commercial;hot-vulcano;imports/client/core-messages/components/entry.html;5;TRUE;TRUE;FALSE;TRUE;0,58362;0,125;1;3;FALSE;1;14;1;15;0;51;79;341;47;47;70;0;52:52,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-messages/components/entry.html;4;FALSE;FALSE;TRUE;FALSE;0,89009;1;0,08889;3;FALSE;8;14;8;15;0;51;188;341;47;57;80;1;46:54,0;nyyynnnnyn;4
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-transactions/templates/details.html;2;FALSE;FALSE;FALSE;FALSE;0,26872;0,05882;0,03158;9;FALSE;2;65;2;73;0;241;6;2216;8;8;31;0;50:42,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/etickets/form.html;4;FALSE;TRUE;FALSE;FALSE;0,70209;0,16667;0,17213;7;FALSE;1;15;1;21;0;150;38;610;4;4;27;0;32:05,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/tools/tools.js;1;TRUE;TRUE;TRUE;TRUE;0,6668;0,2;0,38462;6;FALSE;1;16;1;21;0;31;9;157;0;0;23;0;11:13,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/offers/helpers.js;2;TRUE;TRUE;TRUE;TRUE;0,68351;0,33333;0,125;5;FALSE;1;7;1;9;0;18;1;54;40;53;76;1;42:40,0;nynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-tools/index.js;5;FALSE;FALSE;FALSE;FALSE;0,70105;0,5;1;2;FALSE;2;5;2;6;0;5;10;31;25;25;48;0;23:24,0;yynnnn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/app-requests/index.js;5;TRUE;TRUE;FALSE;TRUE;0,39654;0,0625;0,33333;5;FALSE;1;19;1;20;4;2;64;238;78;78;101;0;46:22,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-etickets/templates/invites/send.js;5;FALSE;FALSE;FALSE;FALSE;0,73503;0,66667;1;4;FALSE;2;7;2;9;0;100;107;279;0;15;38;2;34:31,0;nnyynnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products-tools/offers/index.js;5;FALSE;FALSE;FALSE;FALSE;0,75053;0,25;0,26316;6;FALSE;1;10;1;12;0;21;10;107;12;14;37;1;03:24,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/offers/index.js;5;FALSE;FALSE;TRUE;FALSE;0,75053;0,25;0,05263;6;FALSE;1;10;1;12;0;21;4;107;12;12;35;0;50:42,0;ynnnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-oauth/main.js;5;FALSE;FALSE;FALSE;FALSE;0,86631;1;0,26556;6;FALSE;15;34;15;36;3;276;132;672;0;0;23;0;35:36,0;ynyyyyyyyn;8
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-oauth/main.js;4;TRUE;TRUE;TRUE;TRUE;0,42038;0,06667;0,06639;6;FALSE;1;34;1;36;3;276;32;672;0;74;97;17;17:02,0;nnnnnnnnnn;0
OK Non-Maintainers;Commercial;hot-vulcano;packages/hotmart-oauth/main.js;2;FALSE;FALSE;FALSE;FALSE;0,45177;0,13333;0,0083;6;FALSE;2;34;2;36;3;276;32;672;0;67;90;13;46:11,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/contexts/index.js;1;TRUE;TRUE;TRUE;TRUE;0,74657;0,5;1;2;FALSE;1;2;1;3;0;4;6;15;74;74;97;0;17:02,0;ynn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-accounts/actions.js;2;FALSE;FALSE;FALSE;FALSE;0,46731;0,07692;0,02439;7;FALSE;1;31;1;37;2;70;1;274;0;64;87;6;51:23,0;nnnnnnynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-commons-api/components/users/users.html;5;FALSE;FALSE;FALSE;FALSE;0,64904;0,25;0,75;3;FALSE;1;5;1;6;0;7;10;32;75;75;98;0;03:29,0;ynnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/users/users.html;5;FALSE;FALSE;TRUE;FALSE;0,64904;0,25;0;3;FALSE;1;5;1;6;0;7;1;32;75;95;119;2;29:03,0;nnynnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-upload/components/file.js;2;TRUE;FALSE;FALSE;FALSE;0,64324;0,16667;0,02564;4;FALSE;1;11;1;18;2;91;1;287;0;56;79;2;53:31,0;nnynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-coproductions/routes.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;6;14;7;21;0;8;23;56;70;70;93;0;46:12,0;yyynnynnnn;4
OK Maintainer;Commercial;hot-vulcano;imports/client/core-messages/components/send.html;5;FALSE;FALSE;FALSE;FALSE;0,75447;0,83333;1;4;FALSE;5;14;5;15;0;29;23;95;49;49;72;0;45:35,0;yyyynynnnn;5
OK Maintainer;Commercial;hot-vulcano;imports/client/core-messages/components/send.html;4;FALSE;FALSE;FALSE;FALSE;0,62561;0,33333;0,16667;4;FALSE;2;14;2;15;0;29;24;95;49;76;99;6;56:43,0;nnnnnnynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-messages/components/send.html;4;FALSE;FALSE;FALSE;FALSE;0,62561;0,33333;0,41667;4;FALSE;2;14;2;15;0;29;18;95;49;68;91;4;07:59,0;nnnnynnnny;2
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-http/package.js;4;TRUE;TRUE;TRUE;TRUE;0,3722;0,05556;0,0625;4;FALSE;1;21;1;27;0;18;2;83;0;0;23;0;10:52,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-http/package.js;5;TRUE;TRUE;FALSE;TRUE;0,39916;0,11111;0,125;4;FALSE;2;21;2;27;0;18;3;83;0;70;93;1;02:53,0;nynnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-production/main.js;5;TRUE;TRUE;TRUE;TRUE;0,32419;0,04348;0;7;FALSE;1;33;1;35;12;30;2;185;25;43;66;2;42:06,0;nnynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-production/main.js;4;TRUE;TRUE;TRUE;TRUE;0,32419;0,04348;0;7;FALSE;1;33;1;35;12;30;1;185;25;85;108;10;34:06,0;nnnnnnnnnn;0
OK Maintainer;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/serials/browse.html;5;FALSE;FALSE;FALSE;FALSE;1;1;1;2;TRUE;2;2;4;4;0;56;70;91;4;4;27;0;30:38,0;yyyn;3
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/manage/content/serials/browse.html;1;TRUE;TRUE;FALSE;TRUE;0,85576;0,25;0;2;TRUE;0;2;1;4;0;56;21;91;4;21;44;3;29:01,0;nnny;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/sales-src-checkout.js;5;FALSE;FALSE;FALSE;FALSE;0,91374;1;0,12766;5;FALSE;6;15;6;16;0;58;18;100;5;5;28;0;53:50,0;yyynnnnnny;4
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-api-notifications/index.js;1;TRUE;TRUE;TRUE;TRUE;0,82424;0,66667;0,15385;4;FALSE;2;6;2;8;0;13;7;57;36;36;59;0;04:58,0;yynnnnnn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/customers.js;5;FALSE;FALSE;TRUE;FALSE;0,6235;0,33333;0,05;5;FALSE;2;16;2;18;0;51;6;108;48;84;107;4;45:39,0;nnnnynnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/customers.js;5;FALSE;FALSE;TRUE;FALSE;0,66568;0,5;0,025;5;FALSE;3;16;3;18;0;51;6;108;48;84;107;3;02:08,0;nnnynnnnny;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/customers.js;5;FALSE;FALSE;FALSE;FALSE;0,75121;0,83333;0,15;5;FALSE;5;16;5;18;0;51;16;108;48;48;72;0;56:13,0;yynnnnyyyn;5
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/customers.js;3;FALSE;FALSE;FALSE;FALSE;0,58164;0,16667;0,075;5;FALSE;1;16;1;18;0;51;8;108;48;71;94;2;27:39,0;nnynnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/server/contexts/apis.js;1;FALSE;FALSE;FALSE;FALSE;0,47481;0,09091;0,01515;7;FALSE;1;16;1;19;2;56;1;162;15;36;59;1;56:11,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/server/contexts/apis.js;1;FALSE;FALSE;FALSE;FALSE;0,47481;0,09091;0;7;FALSE;1;16;1;19;2;56;4;162;15;52;75;3;28:42,0;nnnynnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/server/contexts/apis.js;1;FALSE;FALSE;FALSE;FALSE;0,47481;0,09091;0,01515;7;FALSE;1;16;1;19;2;56;4;162;15;48;72;2;01:26,0;nnynnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-customers/index.js;5;FALSE;FALSE;TRUE;FALSE;0,68797;0,33333;0;3;FALSE;1;5;1;6;0;7;1;35;41;81;104;2;50:19,0;nnynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-customers/index.js;5;FALSE;FALSE;FALSE;FALSE;0,7431;0,66667;1;3;FALSE;2;5;2;6;0;7;18;35;41;41;64;0;52:06,0;yynnnn;2
OK Maintainer;Commercial;hot-vulcano;packages/hotmart-oauth/cookie-integration.js;5;FALSE;FALSE;FALSE;FALSE;1;0,5;1;3;TRUE;1;6;2;7;11;23;46;66;0;32;56;5;32:18,0;nnnnnyy;2
Non-Maintainers failure;Commercial;hot-vulcano;packages/hotmart-oauth/cookie-integration.js;1;TRUE;TRUE;FALSE;TRUE;0,90364;1;0,02703;3;FALSE;4;6;4;7;11;23;8;66;0;32;56;1;50:53,0;nyyyynn;4
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/item.js;5;TRUE;FALSE;FALSE;FALSE;0,42661;0,27586;0,38095;6;FALSE;8;46;8;51;0;33;26;354;0;0;23;0;10:52,0;yynnynnnnn;3
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products/templates/item.js;4;TRUE;TRUE;TRUE;TRUE;0,31977;0,10345;0,09524;6;FALSE;3;46;3;51;0;33;13;354;0;25;48;2;51:21,0;nnyynnnynn;3
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-locale/main.js;4;FALSE;FALSE;TRUE;FALSE;0,68982;0,33333;0,03125;3;FALSE;1;4;1;5;0;26;3;70;0;56;79;1;53:31,0;nynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-resolution-center/routes.js;5;FALSE;FALSE;FALSE;FALSE;1;1;1;3;TRUE;0;2;1;3;0;4;5;19;48;71;94;2;43:52,0;nny;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-resolution-center/routes.js;1;TRUE;TRUE;FALSE;TRUE;0,80095;1;0;3;FALSE;1;2;1;3;0;4;7;19;48;52;75;1;28:42,0;nyn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-resolution-center/routes.js;1;TRUE;TRUE;TRUE;TRUE;0,80095;1;0,66667;3;FALSE;1;2;1;3;0;4;7;19;48;48;72;0;01:26,0;ynn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-etickets/routes.js;5;FALSE;FALSE;FALSE;FALSE;0,81297;0,5;0,25;5;FALSE;2;8;2;13;0;7;4;29;15;15;38;0;34:31,0;yynnnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-etickets/routes.js;4;FALSE;FALSE;FALSE;FALSE;1;0,5;1;5;TRUE;0;8;2;13;0;7;5;29;15;80;103;4;33:44,0;nnnnynnnnn;1
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-i18n/package.js;4;FALSE;FALSE;TRUE;FALSE;0,60014;0,28571;0,05882;4;FALSE;2;10;2;12;0;19;4;44;0;0;23;0;10:52,0;ynynnnnnnn;2
Maintainers failure;Commercial;hot-vulcano;packages/hotmart-i18n/package.js;5;TRUE;TRUE;FALSE;TRUE;0,55942;0,14286;0,11765;4;FALSE;1;10;1;12;0;19;3;44;0;71;94;1;22:52,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/server/methods/api-core/messages.js;1;FALSE;FALSE;FALSE;FALSE;0,52191;0,13333;0,01613;4;FALSE;2;25;2;33;47;19;4;502;47;70;94;1;42:15,0;nyynnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-etickets/templates/invites/send.html;5;FALSE;FALSE;FALSE;FALSE;0,6995;0,5;1;3;FALSE;2;6;2;8;0;85;82;159;15;15;38;0;34:31,0;yynnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/schemas/reports/self-billing.js;4;FALSE;FALSE;FALSE;FALSE;0,76134;0,5;0,22222;5;FALSE;2;11;2;12;0;38;12;71;33;33;56;0;51:45,0;yynnnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-reports/forms/yearReference.js;4;FALSE;FALSE;FALSE;FALSE;0,78671;1;0,91667;4;FALSE;1;3;1;5;0;23;15;33;33;33;56;0;51:45,0;ynnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-commons/components/connection-issue/connection-issue.js;2;FALSE;FALSE;FALSE;FALSE;0,58299;0,16667;0,02439;3;FALSE;1;7;1;8;0;41;1;90;53;53;76;0;42:40,0;ynnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;imports/client/ui-commons/components/connection-issue/connection-issue.js;2;FALSE;FALSE;FALSE;FALSE;0,58299;0,16667;0,09756;3;FALSE;1;7;1;8;0;41;8;90;53;69;92;1;49:58,0;nynnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/server/methods/api-core/etickets.js;5;FALSE;FALSE;FALSE;FALSE;0,79522;1;1;3;FALSE;2;4;2;5;0;25;40;67;53;77;100;1;15:21,0;nyynn;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/server/methods/api-core/etickets.js;2;TRUE;TRUE;FALSE;TRUE;0,73285;0,5;0;3;FALSE;1;4;1;5;0;25;15;67;53;53;76;0;42:40,0;ynnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/address/states.js;5;TRUE;TRUE;FALSE;TRUE;0,44182;0,17647;0,15385;3;FALSE;3;22;3;34;0;25;13;142;0;0;23;0;10:52,0;ynnnynnnny;3
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/address/states.js;5;TRUE;TRUE;TRUE;TRUE;0,44182;0,17647;0,07692;3;FALSE;3;22;3;34;0;25;22;142;0;33;56;1;08:29,0;nyyynnnnnn;3
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-commons-api/components/leads/leads.html;5;FALSE;FALSE;FALSE;FALSE;0,82932;1;0,16667;2;FALSE;1;1;1;2;0;7;2;9;28;28;51;0;04:55,0;yn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-utils/helpers/payments.js;2;FALSE;FALSE;TRUE;FALSE;0,46802;0,09091;0,28846;7;FALSE;1;30;1;37;0;106;144;602;0;56;79;2;53:31,0;nnynnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-containers/components/data/card.html;5;FALSE;FALSE;FALSE;FALSE;0,72677;0,71429;1;2;FALSE;5;11;5;12;0;37;64;239;81;81;104;0;24:55,0;yyyynnynnn;5
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-resolution-center/index.js;2;TRUE;TRUE;FALSE;TRUE;0,68797;0,33333;0;4;FALSE;1;5;1;6;0;3;10;34;0;52;75;4;28:42,0;nnnnyn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-resolution-center/index.js;1;TRUE;TRUE;FALSE;TRUE;0,68797;0,33333;0;4;FALSE;1;5;1;6;0;3;10;34;0;48;72;2;01:26,0;nnynnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-login/templates/signup/signup.js;5;FALSE;FALSE;FALSE;FALSE;0,62855;0,2;0,43478;7;FALSE;1;22;1;29;7;34;52;417;0;15;38;3;10:30,0;nnnynnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/core-login/templates/signup/signup.js;5;FALSE;FALSE;FALSE;FALSE;0,72;0,6;1;7;FALSE;3;22;3;29;7;34;62;417;0;6;29;1;14:49,0;nyynnnnnnn;2
OK Maintainer;Commercial;hot-vulcano;imports/client/core-login/templates/signup/signup.js;4;FALSE;FALSE;FALSE;FALSE;0,81226;1;0,52174;7;FALSE;5;22;5;29;7;34;125;417;0;0;23;0;10:52,0;ynnnnnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/signup/signup.js;5;FALSE;FALSE;TRUE;FALSE;0,81226;1;0,04348;7;FALSE;5;22;5;29;7;34;96;417;0;32;56;8;05:20,0;nnnnnnnnyy;2
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/core-login/templates/signup/signup.js;1;TRUE;TRUE;FALSE;TRUE;0,76602;0,8;0,04348;7;FALSE;4;22;4;29;7;34;16;417;0;32;56;4;50:37,0;nnnnyyyynn;4
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/currencies/currencies.js;4;TRUE;TRUE;FALSE;TRUE;0,3862;0,05882;1;7;FALSE;1;25;1;37;1;25;18;193;0;33;56;3;51:45,0;nnnynnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/currencies/currencies.js;3;FALSE;FALSE;TRUE;FALSE;0,3862;0,05882;0,2;7;FALSE;1;25;1;37;1;25;14;193;0;69;92;5;41:18,0;nnnnnynnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-products-tools/offers/templates/offers.html;5;FALSE;FALSE;TRUE;FALSE;0,68351;0,33333;0;6;FALSE;1;7;1;14;0;10;6;63;12;14;37;1;03:24,0;nynnnnnnnn;1
OK Non-Maintainers;Commercial;hot-vulcano;packages/hotmart-oauth-facebook/main.js;2;FALSE;FALSE;FALSE;FALSE;0,50798;0,11111;0,03883;3;FALSE;1;10;1;18;0;96;6;152;0;74;97;1;17:02,0;nynnnnnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-layouts/components/base.js;5;FALSE;FALSE;FALSE;FALSE;0,72862;0,41176;0,35;5;TRUE;6;31;7;37;0;39;87;309;53;126;149;10;07:33,0;nnnnnnnnnn;0
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-layouts/components/base.js;2;FALSE;FALSE;TRUE;FALSE;0,39631;0,05882;0,1;5;FALSE;1;31;1;37;0;39;3;309;53;53;76;0;42:40,0;ynnnnnnnnn;1
Non-Maintainers failure;Commercial;hot-vulcano;imports/client/ui-layouts/components/base.js;3;FALSE;FALSE;TRUE;FALSE;0,42568;0,11765;0,3;5;FALSE;2;31;2;37;0;39;10;309;53;67;90;1;15:06,0;nyynnnnnnn;2
Maintainers failure;Commercial;hot-vulcano;imports/client/ui-commons-api/components/badges/badges.html;5;TRUE;TRUE;FALSE;TRUE;0,57958;0,11111;0,125;5;FALSE;1;18;1;27;0;16;2;88;60;62;85;4;18:05,0;nnnnynnnnn;1
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-commons-api/components/badges/badges.html;5;FALSE;FALSE;FALSE;FALSE;0,92346;1;1;5;FALSE;9;18;9;27;0;16;34;88;60;60;83;0;39:23,0;yyynnynnny;5
OK Maintainer;Commercial;hot-vulcano;imports/client/ui-commons-api/components/badges/badges.html;5;FALSE;FALSE;FALSE;FALSE;0,62136;0,22222;0,25;5;FALSE;2;18;2;27;0;16;12;88;60;61;84;3;16:07,0;nnnynnnnnn;1
Maintainers failure;Commercial;hot-vulcano;imports/client/core-messages/schemas.js;5;FALSE;FALSE;TRUE;FALSE;0,71531;0,71429;0;5;FALSE;5;20;5;21;4;107;73;313;0;47;70;2;52:52,0;nnynynnyyy;5
Maintainers failure;Commercial;hot-vulcano;imports/client/core-messages/schemas.js;4;FALSE;FALSE;TRUE;FALSE;0,75631;0,85714;0,05208;5;FALSE;6;20;6;21;4;107;13;313;0;0;23;0;10:52,0;ynnynyynnn;4
